,Post_Title,Author,Date,Post_Content,Comment_Number,Net_Likes,Views
52,Peugeot ION for sale - £5500,84501,"Feb 22, 2020","62 plate white. 30k miles. Fantastic EV, 55-60 miles current winter miles. Would love to keep, but new car on its way. Comes with spare rear alloy.",5.0,0,790
53,Peugeot E-Expert 75kw LWB Van,110185,"Jan 27, 2023","Good morning,

My partner has just switched to a Peugeot E-Expert 75 kWh Van from the Nissan E-nv.

I am posting here as I can't see a Peugeot area on the forum.

We are just getting used to it, how long it takes to charge etc, and so far things are looking good - the range from the 75 kWh battery in particular seems to be holding up quite well in the cold weather compared to the smaller battery of the E-NV. The E-NV also had a really small load space and wasn't particularly practical for what it was used for.

The E-NV needed a top up charge most days in the cold weather to get home but the E-Expert has managed without. Only down side to this is that it needs a good 10 hour charge overnight, every night, so a good chunk of the charge is on peak rate. It does avoid expensive daytime fast charging though so it is still more Economical despite this.

We haven't yet calculated its real world range of combined city and countryside driving, so I am looking forward to getting that calculated.

Positives so far are a really good usable load space and a reasonable range in cold weather.

Downsides so far are that the Peugeot App is a bit rubbish, and no rear parking sensors on the base trim despite it being quite a long van.

Anyway, I am interested to know others experience of the van - we haven't had it a week yet so still getting used to it.",2.0,2,460
54,"Peugeot iON 2011 86k £3,700",33529,"Mar 17, 2020","







Hi all - in these uncertain times maybe the thought of a cheap small EV is attractive?

I am selling a 2011 Peugeot iON in silver with 86,000 miles - I am the third registered owner. I have only had it a short time and am only selling as I’ve been offered a work vehicle - which is not an EV unfortunately!

It’s an excellent small car that nips around town and fits into the smallest parking spaces. in many ways it’s similar to a Mini or even a Smart car but it has four doors and with the back seats down there is fantastic load of space. It is a 9 year old car and so isn’t perfect but the bodywork is very clean and interior is good for age of vehicle.

While the NCAP is said to be 95 miles range, this would I suggest have been optimistic when new - it is a very efficient EV (compared to some of the larger models), but I would say it has a real world range of between 45-70 miles dependent on time of year weather, terrain, driving style use of heater A/C etc. At this time of year, you should expect towards the lower end of this. Compared
To other small cheaper EV’s this particular model has an ace up its sleeve, in that it rapid charges via CHADeMO which with a small battery means that when you do need to charge to 80% SOC is pretty quick. (Over 80% the charging speed slows down - this is how it was designed)

It’s in very good condition throughout and drives faultlessly. it comes with two charge leads one type 2 to type 1 and a granny charger. I haven’t used the latter and it does look a bit the worse for wear.

I have loads more pictures I can provide if requested.

I have priced this to sell quickly and I’d be surprised if you can find any EV cheaper than this.... please don’t make any silly offers. I am in Wiltshire. 

further details.

MOT December 2020.
CHAdeMO DC Rapid charging capability.
3.7kW Onboard AC charger.
16kWh actively cooled battery.
4* NCAP safety rating.
Brand new tyres all round.
Electric windows, central locking, bluetooth connectivity, air conditioning, automatic headlamps, automatic windscreen wipers, 4x airbags, ISOFIX





















",22.0,1,2186
55,Peugeot Instinct - Driverless hybrid concept,3772,"Feb 28, 2017","Sorry if I'm reposting, couldn't find this anywhere on here Peugeot previews autonomous future with stylish hybrid concept - Car Keys 

Probably all seen it already, what are we all thinking?

I personally quite like it, looks incredible up close!






",2.0,0,661
56,Peugeot feedback,95183,"Mar 11, 2021","Hey, first post first ev I've had got a 2008 

however they are a few missing things that would make this car great and would like to pass them onto Peugeot for feedback but can't see anywhere to do that, would prefer email over phone.

Il share what I think would improve the car its just things that could be fixed by a software update I'm sure.

Would be good to change the estimate time remaining to a percentage like 80% 
Also it should have the current charge speed in kW not just ""miles per hour""
Should state the battery percentage while you driving
and of cause there dreadful app needs a lot of work

if any of these that I'm looking for are already available some how can you point me in the direction of how to get that.

Thanks",0.0,1,657
57,Peugeot 306 Cabriolet EV Project,6383,"Feb 6, 2018","I did think I may be too old for this but given the price of EV's it may stand a chance.

My Pug is a 1997 2.0ltr phase 2 electric roof, manual, nice little car, even better with zero emmisions. 

What I would like to do is put, a (say) Zoe engine and 24 or 41Kwh battery, making it an Auto, would not want to keep the ICE and manual gearbox. Also would not want it to be anything like Richard Hammond's 4x4 sports car though!!

Q1. Could I request a £4,500.00 EV grant from HMG?

Q2. How exhorbitant would the specialised insurance be?

Q3. Can't think of any other pertinent questions, but am sure someone on here may find some!

I don't anticipate any probs with DVLA on change of taxation class. Done this to ""Historic"" for my bikes and Landrovers years ago ( S2 & S3 Landrovers were a Freddy Flintstone period I went through).",3.0,0,2373
58,peugeot ion starting after long rest,120536,"Mar 26, 2023","I had my peugeot ion parked up over winter. I've gone to turn it on today and it won't go into Ready mode. It rather turns all the dash lights on and makes a continuous beep.
Does anyone have any pointers in the right direction?",14.0,0,836
59,Peugeot Partner Electric owner's manual,35513,"Jan 26, 2020",Looking for a manual for 2015 model. Any options apart from going to a the dealer?,2.0,0,1372
60,Peugeot 11kw charger,105184,"Feb 1, 2022","First time poster! I've been offered am E-2008 with a factory fitted 11kW charger? Think I'm OK with this as long as it plugs into a 7kW home charger, understand it will probably charge at 3.5kW. Seems to be conflicting info out there. Thanks",6.0,0,922
61,Peugeot Ion seats?,2079,"Aug 5, 2015","Are they all rock hard, or is there better shaped options available?

I've been tooling around in our Ion pool car, it's a 2011 model, and I assume basement spec.

Other than the seat (strange back support with no lumbar and a bulge in your middle back and no thigh support) I quite liked it.

If I could get a better drivers seat it's the sort of car I'd get for a work commute nail.

Not a nippy as my Zoe (or comfy) but for short hops I'd enjoy it and could keep mileage off my Zoe (and keep it looking nice)",25.0,0,4390
62,Peugeot 408 PHEV charging,4868,"May 27, 2023","I have recently changed from Vauxhall ampera to Peugeot 408. The car is much superior to the vauxhall both in looks and performance, however, the charging capaciity is very disappointing. The 408 is supposed to charge to 40 miles but it is consistently not going beyond 28 miles. I have spoken to the garage who say that that's due to my driving. I think that is utter rubbish. Any ideas?",3.0,0,312
63,Peugeot e2008 and deffered charging,96737,"May 30, 2021","Hi all I have the smartpro ev wall charger and the smart + app and have set with 2 tarrifs one being the Octopus go starting at 00:30 to 04:30 but for some reason it fails and every morning when I get up my wall charger is flashing red (error) on top of this I've not actually managed to get the charge point on the car to go to solid blue for setting it to deffered charge so what am I doing wrong, peugeot state that when you connect your power to the car you must press the left button within a minute for it to work


Any e208 or e2008 owners out there who can help please 
Thanks",8.0,0,8378
64,Peugeot ion servicing,2941,"Jul 4, 2015","I am contemplating buying a 3 year old Peugeot ion, but I can't find out where I can get it serviced. I rang my local Peugeot / Vauxhall dealer this afternoon (Sat), and the service department was closed. The sales people didn't know. I'm going to look at the car again tomorrow (Sun), and would really like to know before then.",18.0,0,5242
65,Peugeot E208 PodPoint Problem,95340,"Mar 19, 2021","Hey guys, new to the forum. Hoping for some guidance. Have a E-208 Jan 20 build date. Had a PodPoint installed in late Jan this year. On Octopus Go. Didnt really drive much until i returnt to work last week. Whereby i needed more charge. For 6 consecutive days ive either deferred to charge starting 00:30. Or physically plugged it in for around midnight. I wake up and it usually doesnt charge for more then 90 mins, sometimes for as little as 20 mins before it stops charging or the car goes to sleep. Its early stages. I have all the proof from PodPoint who provided me a break down. Car is booked in to Peugeot for a weeks time. Im at odds to be honest. I tripped the charger last night, Left for an hour off. Started it. Made no difference. Help appreciated guys.",10.0,1,2380
66,Peugeot Partner Electric - Gearbox problem.,3250,"Jun 3, 2021","Hi, 
I'm getting a clunking noise when I'm accelerating and lift off the peddle. I've took it to a local, none EV, garage, who have had a look and they think the noise is coming from the gearbox. Has anyone had an issue with one before? Can anyone recommend a garage that would be happy to fix it, in Yorkshire, or close?",2.0,0,1528
67,Peugeot App,26505,"Sep 18, 2022","Can the Peugeot Android App export data by any method? E.g. I'd like to pick up the SOC in my wall box charger software.

Is their an API? Not that I really understand that question.",0.0,0,630
68,Peugeot ion Servicing,3448,"Aug 25, 2015","Hi. My wife has had this 2012 car for one year. Nor due it's first MOT and service. MOT £30, service £168. Is this right? 
Also I have heard that the batteries start to run down and that it cost thousands to replace them?????
We love this little car and hate the thought of it dying on us. Any inside knowledge or experience would help. Thank you.",10.0,0,6038
69,Peugeot 3008 and 508,46825,"Apr 18, 2020","Hi, was wondering if anyone has driven either of these two hybrids? All the reviews say they're good cars but the transition from electric to hybrid is jerky. They also say the gearbox fumbles a bit on kick-down, giving a bit of delay when acceleration is required.

I hope to drive both these soon - lockdown dependent - before I decide for next car. But any opinions are welcome for pointers when I test drive.

Many thanks",16.0,0,5041
70,Peugeot App and new phone,112406,"Oct 28, 2022","Have just got a new iphone and the Peugeot app now says that my passcode is wrong (it isn't). Have tried re-setting it, but that doesn't work. Please tell me I don't have to go through the whole pairing rigmarole again? 😱",5.0,0,645
71,Peugeot e208,61593,"Feb 8, 2022","Hello, 
I'm considering the purchase of a Peugeot e208 having had a Nissan Leaf for the past three years. Just wondered how people have been finding the Peugeot e208 ? What have the lead times been like ? ( I'm due to test drive a Peugeot e208 and also a Vauxhall Mokka e, which I appreciate is a Peugeot 2008 equivalent ) Thank you for your thoughts.",107.0,0,11705
72,Peugeot ion 2012,6927,"Oct 28, 2017","Col: Silver
Reg: 2012 
miles 21800
RegNo BN62 LVP

Domestic 3 pin Charge cable
+Car Cover.

I have had it just over 1 year now, as 2nd Owner I bought July 2015
really good condition - except will need two new front tires soon.
I've used this daily to get to work 32 miles round trip - been perfect
unfortunately I have to sell.
I get around 57miles range - coldest last winter (-5 c)
(with+Heating+Lights+wipers+FogLights on)
summer 65-70 miles

PRICING
£5400 as described
or
£5460
with 2X new front tyres or
or
£5600
with 2X new front tyres and 25,000 mile Peugeot Service - To be arranged
note: This may take a week or so to arrange.

Item 2 - Charge Cable - sold Separately
16 m Charge Cable Type1 to Type2 (rated at 16 amps)
£180.00",11.0,2,2223
73,Peugeot 106 Electrique,775,"Jan 6, 2016","One of my customers is now (due to age and infirmity) finding it impossible to get into his 106 Electrique, and has decided to part with it, as its not being used. T reg still does about 40 miles to a charge. I have replaced a couple of the SAFT cells in the last year, replaced the water pump and put new brushes in it. Runs well and still on the road. 
Open to offers around the £1500 mark. 

Located near Colchester, but may have to go back to its home near Bury ST Edmunds if I need the space.

email [email protected] or 07736467455",0.0,0,4613
74,Peugeot e2008,31825,"Jun 20, 2019","New Peugeot 2008 revealed as more grown-up crossover SUV | Autocar

I sat in the e208 at FCL, and it was a little too small to replace our main family car. Perhaps the e2008 will be a little bigger. Or hopefully, this portends an e308!",2.0,0,4574
75,Peugeot iON,5002,"Feb 14, 2016","I drove a leaf at work a few times and loved it... Now I've got my own iON I love it!

Loving the forum too-plenty of tips already!",4.0,3,1495
76,Peugeot Boxer Electric or Citroën Relay Electric?,88279,"May 16, 2020","Is there any difference? Heard these are coming out later in the year, think both are being made by electric by BEDEO. Also the Fiat ducato is a contender",0.0,0,513
77,Peugeot e2008 charging whilst sitting the car,92740,"Jul 3, 2021",I've been trying to research from any source including Peugeot if it's possible to charge this car whilst sitting in the car or even whilst the doors are unlocked but charger locked in position. I see many other cars at charge points with families in the car and doors open?? It's inconvenient and costing me a fortune in coffee whilst waiting for the charge!,24.0,0,7314
78,Peugeot announces interesting new folding e-bike,1016,"Oct 16, 2016",Peugeot Presents Electrically-Assisted Folding eF01 e-Bike,2.0,1,1275
79,Peugeot Partner Tepee - For Sale (Allied Electric),97564,"Apr 21, 2022","Sold Sold Sold****

Original Brochure car SJ60 WKY.
Allied Electric.
Range 60 miles
Mileage 18K

Currently at 57% battery and stopped charging. At 67% it was running and stopped when it hit 57%?
Cells removed and all read 3.32v one read 3.28v. After putting back together 10 months ago and not knowing how to fix, I lost interest.
Spare charger unit included as replacing this did not solve the problem.
I used it daily for 18 months and the only issue was the 12v battery, so I always kept a spare in the back.
Small mark on the corner of the bonnet and panel bump on the boot (see pic beside the pin on the green plug)
I do have the original brochure and this will be included with the vehicle.
















Any reasonable offers considered.
Currently on a SORN but was free road tax.
North of Scotland (Thurso), however I can probably trailer to you for the cost of the fuel.

Andy
07941164628
[email protected]
Highland Performance Rolling Road (on facebook)",7.0,0,778
80,Peugeot e-208 energy economy mode problem,97264,"Mar 8, 2022","Media system keeps switching off. If I attempt to use the audio system when the car is switched on but NOT in the Ready condition, the media screen shuts down within a few seconds with the message ' energy economy mode activated'. I don't remember it doing this when we first got the car, e-208 GT Oct. 2020. I've read the manual and if you have run the car for 30 minutes then you should get up to 40 minutes of audio etc. before this energy economy mode kicks in. I have tested the battery after the journey and it shows 12.6 volts which I would imagine is enough to both start the car or run the media system. Despite this if I turn off the car and then restart in non-ready mode the audio turns off within a few seconds. So can anyone suggest what might be going on here. Is there a setting I have inadvertently changed, or does it look like a trip to the dealer. Thanks.",4.0,0,1860
81,Peugeot pitch in with charging station concept.,4626,"May 12, 2016",Peugeot has designs on a sustainable charging future,0.0,0,971
82,Peugeot / Citroen future EV and Hybrid plans,4626,"May 26, 2016","Looks like Tesla has stirred a few makers into announcing future plans.

Peugeot and Citroen lay out blueprint for electric vehicle future",41.0,1,3855
83,Peugeot ion P1A15 error code- Capacitor not charging,92294,"Oct 8, 2020","Hi, 
Recently bought a 2012 Peugeot Ion as a non-runner.
I've done a fair bit of research online, mostly here and on the myimiev forum. I had originally posted on myimiev, but was suggested that I might get some more location specific advice on here- so here goes!

Summary of the issues and my progress so far.
Codes read using Hobdrive- P1A15 comes up.
I understand this is related to the main capacitor not charging up within the specs that the EV-ECU says it should. Below are a few screens from Hobdrive that may be of use. 



http://imgur.com/a/sFtUx7v

























The myimiev forum has plenty of info regarding potential component failure within the MCU circuit board (and the small hybrid board) that could cause this issue.

My thoughts were that I would be best to have the circuit boards tested to see if any of the common component failures were present or not. I've tried a couple of places here in the Central Belt of Scotland, but none have been willing to give it a try. 

So, can anyone recommend a good testing place reasonably local to me (Livingston)?

Or are these components easily testable using a multimeter?

Thanks in advance, Jason",81.0,0,26324
84,Peugeot e-2008 With Optional 3 Phase Charging,85769,"Oct 10, 2020","Has anyone here got a an electric Peugeot with the optional 3 phase, 11kW charger?

When you plug it in on a 7kW home charger, does it charge at 7kW or 3.5kW?

Getting differing info from differing sources.

2020 Kona for example has 3 phase but apparently still draws 7kW from a 7kW post.",5.0,0,3241
85,Peugeot Ion/C Zero/Imiev Strut top bearings,8540,"Jun 9, 2020","Struggling getting hold of these. Anyone breaking a car or know where I should be looking (dealers have been contacted)?

Thanks",2.0,0,722
86,Peugeot Ion not charging with high mains voltage,15953,"Mar 1, 2018","Here is one for @Grumpy-b @donald and other EV guru's whose names escape me for the moment to muse over....

I got home after driving in sub zero blizzard conditions and after doing a successful rapid charge earlier in the journey only to discover that my Ion was refusing to Level 2 charge on my Rolec charge point. 

I would plug it in, the red charge light would flash but then the generic warning light (yellow car with an exclamation point through it) would come on and after a few seconds it would abort with the Rolec opening it's contactor. It was doing it every time I tried.

The only other charge problems I've had at home with this car in the year I've had it was a problem with the gear lever not sitting quite right in the park position due to the cable needing lubricating, but it wasn't that as that was causing the fault light to stay on all the time.

First thought was ice in either the plug or socket (as it's -3C and blizzard like conditions with icicles hanging from the cars bumper...) which has been reported on here before but they looked OK. I grabbed the granny charger and tried that - same problem. At least the Rolec is eliminated as a culprit...

With no real leads to go on, heavy snow still falling and me wanting to get inside for the evening I grabbed my Diagbox laptop and scanned for fault codes, and was presented with this, which I confirmed came back after clearing and attempting to charge again:










AHA! I rushed upstairs and grabbed a 3 pin voltage monitor and plugged it in on an unloaded circuit to monitor the house mains voltage - 248v. Technically still within spec but that is pretty high, normally it's pretty consistently around 242-244 volts here and I don't think I've ever seen it go above 244 volts before.

I tried turning the electric shower on which pulled it down to 243 volts - success! The car now charges. Phew!  I decided to experiment a bit further with different sized loads to find out where the threshold was that the car refused to start charging.

A toaster's load dropping the mains to 247 volts was not quite enough to help but a 3.6kW kettle was enough to pull the house voltage down to 246 volts and successfully start a charge. So 246 volts or less it is happy, 247 volts or more it will refuse to start charging.

Once started I was able to turn the kettle off and it still continued to charge, however because the load of the car itself charging was 3.6kW and able to hold the voltage down to (just!) within its acceptable voltage range, I don't know whether the voltage test is done once at the beginning of charging, or whether the voltage rising to 247 volts would abort a charge that has already been in progress for a while...

If the latter that is very concerning when you might come out in the morning to find the car stopped charging due to a night time voltage peak! 

I'm very surprised by this after a year of flawless charging (apart from the gear lever park position issue) but I guess in that whole year the voltage has never strayed that high.

Everyone is home from work since yesterday due to the red snow alert so if I had to guess I would say that there is a heavy load on the circuit in my street that has resulted in the DNO bumping the local step down transformer up to the next tap to avoid voltage sag, with the result that when the load is light the voltage is higher than it's ever been before the current crazy weather conditions.

The question is - why can the car not charge at or above 247 volts when the mains voltage in the UK is allowed to go as high as 252 volts ? That seems to be a pretty serious shortcoming if you ask me! Was the car properly tested for type approval in the UK ?!

Are there any other EV's that suffer from being unable to start a Level 2 charge because the mains voltage is on the high side but still within acceptable UK limits ? 

Could this be an explanation for some of the inexplicable failures to start charging on public charge points that some people have reported ? Who knows what the mains voltage is at some of the commercial locations where charge points are located...!

Edit: It occurs to me that this thread might be of more general interest if other EV's are likewise affected so if a mod wants to move it to the general charging discussion area of the forum please feel free to do so.",26.0,1,8064
87,"Peugeot iOn, 2011, 30.5k miles, for SALE",102408,"Jan 9, 2022","Hello, to everyone!

Peugeot iOn, 04/2011, 35 kW, 49 000 km, (30,6k miles) is for spare parts or repair (was intended to be my first EV car, but unfortunately it seems that it is not to be the case)

Long story short:

I have found a Peugeot iOn on an action as a non-driver with an electrical malfunction P1A15, then did a research on the web and thought ""what a great opportunity to dive in EV world (was wanting this a long time now) and learn some new skills by fixing it!"" So, I bought the car.

And it arrived.. And to my great disappointment it appears that at some point it has suffered a body damage by a tree (it seems to) falling onto its rooftop... It was fixed very amateurishly, but enough to not be able to see it in the pictures of the advertisement.

To perform such a body repair (rooftop, both pillars) with the resources that are available to me would be economically ineffective gently speaking.

So right now, after the sourness went down, I have decided to sell it for repair or to part it out since the drivetrain and electrical parts (except fault code P1A15) are in good condition.

I am not in car's parts business so the best-case scenario would be to sell the entire car as it is at once and just to try to get back at least the money I have paid for it.
Which will save the lots of time and effort to deal with parting it out, though it could even bring some profit considering electrical components prices alone.

The car has a completely new 12 v Battery: ""BOSCH 0 092 S40 180 12V 40Ah 330A (bought for diagnostic purposes since the original was dead.)
I have made some diagnostics of the battery pack and attaching some screenshots and pictures of the car. (LEFT HAND DRIVE)

So, if someone is interested in this offer, please PM me and we can discuss other details or more pictures.

Or contact me via email: [email protected]

Or if you know someone who can be interested in this Peugeot or in parting it out, please share this ad, I would be extremely grateful!


Price: 3500 € (~ £2900)


Located in: Vilnius, Lithuania.


P.S. I Will kindly offer my help to find a transportation option to all continental Europe.


Cheers,
Laurynas







































































",14.0,0,3160
88,Peugeot iOn 2017 Alloy Wheel and Dunlop Enasave,41433,"Apr 10, 2019","For Sale, an alloy wheel from a 2017 registered triplet, to fit 2011 to 2018 Peugeot iOn or Citroen CZero, REAR alloy wheel.

The Alloy Wheel is made by Mitsubishi as per rear casting logo and is the original fitment alloy to Peugeot iOn or CZero.

Tyre is Orginal Factory Fitment Dunlop Enasave 175/55 R15 and has approx. 6mm remaining thread (so not very much wear at all) Note that new Dunlop Enasave costs £79 from my tyres so a purchaser is almost getting the alloy wheel for free.

Shipment is offered to UK Mainland buyers only. Overseas buyers would need to arrange their own shipping

Two wheels are available. Price listed is for one wheel..

Price is £95. Shipping is by Paisley Freight courier approx. £19.",4.0,0,1298
89,Peugeot Citron DS announce 2019 model year BEV,3121,"May 11, 2016",New electric model plans confirmed by Peugeot Citroen and DS | Next Green Car,4.0,0,1538
90,Peugeot Ion 2012 plate - Is the Main battery dying?,89060,"Jun 25, 2020","Afternoon
I got my pride and joy Ion in 2014 and have had almost bang on 6 years of absolutely hassle free driving with it since then. Although almost 18 months old when I bought it, it had been sat in a garage car lot so I was the first owner.
The last two weeks have been an eye opener though. It started with an amber warning signal - Car with a spanner through it. At thate point I more or less stopped driving it - apart from to take it to a local garage who have been doing the MOT's and were happy to do me a diagnostic. This threw up a few codes U1100, U1920, P1B18, U1100, U1922, P1AA7, U1113, P1A02 are the main codes.
The local garage advised they have not got the skill set needed to identify what these codes mean or to undertake repairs so I began to try to find a garage that would. 

However since then another issue has arisen. When I start the car I am now seeing the Gear Position letter on the dashboard flashing as soon as I put my foot on the accelerator and if I go above 10 mph the dreaded tortoise symbol also appears. Part of my issue is that as I live on the East Coast of Scotland about 25 Miles from Edinburgh I am a bit stuck in terms of who is around to repair an EV. I bought the car on the west coast so cannot get it back to the original dealer who sold it to me although I am trying to get a franchise garage on this side to help me with it. They are a bit reluctant to support as they say they do not have EV trained staff although they are a Peugeot Dealership.

So my two questions to the Forum Members 
1) Has anyone had this problem with their Ion or equivalent EV Car and are these codes telling me that my Battery Pack is now dying or could there be another explanation? I had the 12v Battery checked and that is ok .
2) Is anyone aware of a garage or preferably a mobile EV trained mechanic that operates in the East Lothian area that they could direct me too?
Thank you if you are able to offer any guidance.",11.0,0,5551
91,Peugeot iOn - Granny cable works but not Wall Box,93599,"Dec 19, 2020","Just posted this in another part of the forum, but then realized here is more suitable.

I just got a Peugeot iOn and I can't get the charging to work from the 7 kW wall box, but it does charge with the granny charger. I had a Renault Zoe a year ago which charged from the box with no issues, and there are no signs of damage (the app says everything is fine and can detect the car, but the car doesn't seem to allow charging to happen).

I believe the iOn is limited to 16 A, but my charger can modulate so I don't think this would be an issue. In the manual, it only mentions the granny charger and there is no mention of mode 3 charging, but surely this is possible? When I stick the cable in, the red charger light on the dash flashes 2 or 3 times so it does detect it, but for some reason it doesn't allow charging to happen.

Any ideas?",7.0,0,1022
92,Peugeot Partner 'check engine' amber light and warning triangle,79220,"Jun 1, 2020","OK, no engine, but you get the drift. 
Pulling out of a junction, the amber 'check engine' light came on, the warning triangle, and audible warning and it went into limp home. No acceleration. I pulled over, cycled the ignition. The audible warning went but the lights and loss of power remained. I was just setting off to limp home, when power returned, and it drove normally. When we got to our next stop, we checked the on board fault log - nothing reported. After that the lights stayed off and it has driven fine since. 
I got our local independent to check for fault codes - none. Battery and charging system checked out fine. 
When this happened we were on around 50% charge. 
Anyone experienced this? Any thoughts? 
Many thanks",7.0,0,8188
93,Peugeot iOn - Granny cable works but not Wall Box,93599,"Dec 19, 2020","I just got a Peugeot iOn and I can't get the charging to work from the 7 kW wall box, but it does charge with the granny charger. I had a Renault Zoe a year ago which charged from the box with no issues, and there are no signs of damage (the app says everything is fine and can detect the car, but the car doesn't seem to allow charging to happen). 

I believe the iOn is limited to 16 A, but my charger can modulate so I don't think this would be an issue. In the manual, it only mentions the granny charger and there is no mention of mode 3 charging, but surely this is possible? When I stick the cable in, the red charger light on the dash flashes 2 or 3 times so it does detect it, but for some reason it doesn't allow charging to happen.

Any ideas?",2.0,0,648
94,Peugeot iOn 2011 13k miles 8 months warranty £4500,18193,"Jul 7, 2017","










































I'm reluctantly selling our 2011 Peugeot iON which we purchased just 4 months ago. The reason for selling it so soon is because I bought it for my wife for her daily commute to work and she has resented me ever since because I sold her Peugeot 307 which she loved 

I really only purchased it test how well we could cope with an EV vehicle and it has been such a great success that we're now upgrading to a Leaf (with all the bells and whistles).

There is absolutely nothing wrong with this car and it has only covered 13k miles, I personally love it and I drive it as much as I can. It is quite basic but that makes it simple to drive, it has auto headlights, folding mirrors, bluetooth radio and climate control A/C.

It has a valid MOT until November 17 and it qualifies for no road tax! It has a part service history with 2 stamps in the book, one in December 13 at 7268 miles and the last one in March this year at 8559. The next service is due in March 18 or 18k miles whichever comes first.

It can be charged at home with the included power brick and takes about 7 hours or will charge to 80% in under 30 minutes using a Chadamo rapid charger.

We purchased the car from Howards Peugeot in Yeovil and it came with a 1 year (valid until March 18) Peugeot Gold warranty which can be transferred to the new owner. They used it as a demonstrator and when we received the battery report I found it had never been rapid charged in its life! We have since rapid charged it around a dozen times.

The battery is still healthy and the car will cover up to 70 miles if the conditions are right, or 50-60 miles in nearly all other circumstances.

We're in Dorset and I welcome any viewings/test drives. If you're not local I will assist as much as I can to get the vehicle to you and I can be flexible if needed.

I'm looking for £4650 for the car, this price reflects the great condition the car is in and the low mileage for its age.",5.0,0,1825
95,Peugeot 208E not charging overnight,100800,"Nov 7, 2021","Delayed charging/overnight is only working intermittently with 7kw Podpoint charger. Sometimes it charges fully from 00.30 sometimes it charges for an hour then stops, other times it does charge at all. Why does this happen? My electricity is supplied by Scottish Power.",8.0,0,2090
96,Peugeot iOn/Citroen c-zero/Mitsubishi i-miev roof rack,994,"Jan 4, 2016","Hi, 

I have roof rack for sale, currently not at home, will add pics tomorrow.

It's complete roof rack, just 2-3mins to place on if you're advanced already. Been used on my Peugeot iOn, but fits all clones.

Wanting £100.

For extra £10 can add universal bicycle rack, fits two bicycles.

Many thanks, Nero",16.0,0,7629
97,Peugeot Ion issues with EO 22KW workplace charger,101078,"Nov 12, 2021","Hopefully the title is self explanatory, but we have a new (to us) 2012 Peugeot ion which refuses to work with the EO chargers at my office. Supposedly these are 22KW and they are non-tethered Type 2 connectors which I am using with a Type 2 to Type 1 lead.

I appreciate the car only has a 3KW charger, but I have used the same lead on other public charging points (e.g. Pod Point) which are 7KW and it charges fine, but obviously only at the 3KW rate. It also charges fine from the Granny Lead at home. 

With the EO charger it seems to connect ok (lights flash, the car shows up in the app as connected) but the light on the charging station never changes from flashing green to solid green and the car doesn't charge. 

I have tried with another brand new Type 1 - Type 2 lead so it's not a fault with the lead itself so far as I can see (although I guess it may possibly still be the wrong type).

I just wondered if anyone had come across this and whether it's a known issue (for example 22KW charger is too much for the car to handle etc.)?

Many thanks!",41.0,0,2662
98,Peugeot have cancelled my e-2008 GT due to production issues,92560,"Oct 10, 2020","Hi, I am looking to see if anyone is or has been in the same situation as me. I placed an order in June for the e-2008 GT. I found the deal on Leasing.com. The company i was dealing with is bestcarfinder. They took a £300.00 admin fee. Finance agreement via Lex Autolease and the car was being order from Robins and Day West London. I was told to expect delivery in October. I started to chase for a delivery date at the end of September, to now being told by Bestcarfinder that Peugeot are no longer honouring the deal that i was provided with as they have production issues with the GT Model. The next available production of the GT Model is now January 2021, and they are also looking for around £130 extra each month.

Anyone aware of any production issues or can advise were i stand now?

Thanks",35.0,0,11889
99,Peugeot Ion -- do I really need to pay €6894 for a repair? 😬,94698,"Feb 16, 2021","Hello everyone.

Some advice, please!

I have a (much loved) 2011 Peugeot Ion.

Recently the car stopped mid-drive, and the yellow ""!"" car warning light appeared on the dashboard. The car restarted and we were able to drive home. But now the car won't charge, the warning light stays on, sometimes the car will drive for a few meters but then stop, sometimes it won't drive at all.

The local Peugeot garage took the car. They replaced the 12V starter battery. This did not fix the problem.

They say they have run some diagnostics and are convinced that the ""electrical convertor"" has failed and needs to be replaced at a cost of €6894.

I am not 100% convinced that their mechanics know anything about the Ion, or indeed any electric cars. I worry there may be a much simpler, cheaper solution that they are missing. Before I consider paying this much money, does anyone have any alternative solutions?

Thank you.

Neil, Madrid",7.0,0,1550
100,Peugeot e2008 EV — How does it compare to other electric compact SUVs?,77788,"Nov 19, 2020","







Peugeot e2008 EV — How does it compare to other electric compact SUVs?


There are now nearly 40 electric vehicles to choose from in Europe. Does the Peugeot e2008 do enough to stand out from the crowd?




electrek.co



",0.0,1,3020
101,"Peugeot offers up to £8,100 off online car sales until end of 2020",77788,"Nov 19, 2020","Peugeot has increased its deposit contributions by £950 as part of an “Exclusively for You” offer giving motorists up to £8,100 off until the end of 2020.









Peugeot offers up to £8,100 off online car sales until end of 2020


Peugeot has increased its deposit contributions by £950 as part of an “Exclusively for You” offer giving motorists up to £8,100 off until the end of 2020.




www.am-online.com



",9.0,0,1641
