,Dominant_Topic,Date,Text
667,0,2020-11-19,"Well plenty of Chevys and Mustangs get imported with no trouble. You just need to get an estimate of taxes and duties from a shipping company. There are specialists around who can handle all the paperwork to import.

I wouldn't worry about the steering wheel on the other side - you get used to it.

But after all the cost, it might be cheaper and easier to get a Zoe/VW eUp or similar. As suggested above.

Or wait until Fiat release the new e500 in the UK, with some good PCP deals."
382,0,2022-03-27,"Yesterday, 1st charge on my 500e for a month, used to show a range of 161.6miles at 100%, but it's now at 180.8 - could be weather, could be some sort of OTA software update, who knows."
215,0,2023-02-01,"Just for info - 2021 La Prima, purchased new. It went into ""snail mode"" a couple of times in the first 2 weeks. Not great over a level-crossing!
Interrogation of system by the dealer seemed to indicate ""simultaneous application of brake and accelerator"". Op system software not keen on that it would seem.
Could be the case (new car - big feet - clumsy me!), hasn't happened subsequently."
430,0,2022-02-15,"Thanks, that’s helpful. The wallbox comes in a box in the boot of the car with the Fiat 500e so no survey is involved, it just seems an oversight by Fiat and/or the Easy Wallbox Company not to be so penny pinching in not putting a standard cable of reasonable length onto their pre packed charger unit."
111,0,2023-06-01,"...


How bad is the bonnet? Can it just be repaired instead?

After about 3 months I'd have been tempted to skulk around local fiat dealers for suitably coloured bonnets to swap! 7 months waiting is ridiculous."
419,0,2022-02-05,"...


Why does the type of CU make any difference?

Charge points are best wired via a connection box to the tails, not a good idea to wire one to a CU unless there is no other option, really. The reasons are mainly that few CUs have the capacity to add a double pole RCBO, or RCD and MCB, fitting a high continuous load circuit into a CU may present an increased risk from heat build up, particularly for older boards with plastic cases and often the wiring run can be simpler and less disruptive if it comes from the tails rather than the CU."
214,0,2023-01-16,"Thanks for that, Mark, I'm useful to know, I'll check that. 🙏"
677,0,2020-11-19,"...

roundabouts, lane changes, an increased chance on quiet roads that you might drive on the wrong side of the road, increased insurance costs, that reflect both increased collision risk and potential difficulty obtaining parts a fewer authorised repairers...

What advantages does bringing it over give you opposed to sourcing a local car?"
107,0,2023-04-17,"...

It's a completely different car, not just slightly different."
80,0,2022-01-20,"Did you know this was not the first electric Panda?
Fiat Panda Elettra: a car too far ahead - Electric - Archyde"
393,0,2022-02-04,"I can second the recommendation of the Masterplug ones at Screwfix. They do both 5m and 10m ones. As long as you get a Type 2 connector on it, it will work just fine. I personally have a 10m one from there and it's working just fine."
53,0,2022-01-19,"I actually kinda like the simplicity of this. I quite like the idea of stripping out all the unnecessary tech that gets jammed into cars nowadays that does nothing but make it expensive, and replacing it with the same phone I use for the other 23 hours a day.

I'll be interested to see the battery size and the boot!

I might even be tempted to give up the remote climate control from my Leaf if this turns out to be a good car, with good range, a battery that will last well, nice fast CCS charging and sensible luggage capacity 🤔 Ultimately I'd be delighted to just have my Leaf but with CCS and a bigger battery, but it doesn't seem like anyone's going to make that for a sensible price anymore."
427,0,2022-02-15,"I was mistaken, it is actually 3metres long but even when fastened on the most forward spot on our wall it is 10cm too short to plug into the car. 5 metres would be perfect, I am glad to hear the cable can be swapped but I feel Fiat or Arnold Clark should fund it as I bought the top of the range model at nearly £30000 it should supply a charger fit for purpose"
42,0,2022-01-18,"...

so 24kw maybe with 120 wltp - might do the job"
406,0,2022-02-04,"...

Unfortunately I can’t do this on my Kia Soul (the older shape one). On my dads 2020 he can do it in the menu on the car, or on the granny charger."
487,0,2022-01-14,"...

It's called Fiat 500 Electric UK"
426,0,2022-02-15,"...

I looked on wallbox site and can’t see one with 2 metre lead they look all to be 5 metres so somethings no right, did it state anything on your order .?"
397,0,2022-02-04,"...

Thank you, 169.99 for the 10m one which seems ok, wish I got a free one though I assumed that came as standard anyway but I was wrong"
151,0,2023-04-03,"...

They are now in the £18s….look good compared to a new one, just take the claimed range with a pinch of salt…."
332,0,2022-04-23,Ah ok keep us posted - I assumed it’s quite a simple change but maybe not.
498,0,2022-02-04,"...

Suggest you ring and ask then"
709,0,2020-11-19,"...

Luckily it came with amber flashers "
103,0,2023-04-16,"That's a bit bad, isn't it? I take it there aren't any in scrapyards?"
517,0,2021-11-15,"I have 4.2 kWh/mile since delivery in July. Total of 2600 miles.This is a mixture of Urban & Rural, and small amount of motorway . I am on Octopus Go (5p per kW.) so it works out about 1.3p per mile. Expecting this to change a little with the colder weather. Very pleased overall with the car .

La Prima /Electric Sunroof/Alarm/Winter Pack."
637,0,2021-07-02,"...

I bet!! Be sure to post a photo. What colour have you gone for?"
181,0,2023-03-06,"...

Indeed we removed the back of the back seat permanently. Only two screws and you are done and you can undo it anytime. You cannot remove the seat itself unfortunately.

Soon I am going to post some photos (or a video, don't know yet) in my travel journey how to organise the space in a 500e.
I have a convertible - that is even a bigger challenge since the door of the boot is very small.

Last year we were on the road for a month and it worked very nicely. And the amount of luggage is the same - one month or five months. We will do the laundry in between of course.
Since we are two photographers - the photo equipment will take a lot of space.
But it is not really a big issue.
I saw posts with people sleeping in their 500 (not convertible though)!"
7,0,2023-04-05,"...

In German they say:
Fehler
In
Allen
Teilen
(Flaws in every part)"
11,0,2023-04-05,"...

Or reject the car. It is defective."
32,0,2022-01-18,"Mussolini’s was the Topolino:









Fiat 500 ""Topolino"" - Wikipedia







en.m.wikipedia.org



"
184,0,2023-03-06,"...

…overtaking on a bend! "
185,0,2023-03-06,"...

"
284,0,2022-06-13,Ooh the suspense! 🍿
304,0,2022-05-29,"...

FNARR!!!

Gaz"
306,0,2022-05-30,"...

...or ever? 🙈"
362,0,2022-04-01,"...

"
520,0,2021-11-17,"I have 12,3kW /100km...
It's on 5 th"
615,0,2021-07-31,.
619,0,2021-04-19,"...

Fiat Preston"
626,0,2021-04-21,"





"
684,0,2020-11-19,"...

That’s just because it’s what you’re used to."
720,0,2020-10-22,"



"
531,1,2021-09-15,"Sorry to crash this thread, but if I may, would like to add a couple of points on installing a home charger, that might be helpful.

There is a Government grant to help with the installation of a home charger, this usually covers 50% of the installation but there is criteria that has to be met, so worth checking that online.

To protect your energy suppliers street wiring to your property, there is a fuse, this fuse needs to be 100A to run your charger at 32A. This is the case in most modern property that the fuse is 100A but older property it can be only 80A, in which case you charger will be installed at 16A rating and charge your vehicle at only 3Kw’s per hour, after wiring loses. So this is worth checking, the good news is that your energy supplier should up grade this fuse, free of charge, but of course will require planning.

Charging loses, when charging your vehicle allow for about 10% of the electricity being drawn down through the charger to be lost in heat in the wiring and the vehicles inverter. For example, 6.7kw’s per hour comes from my charger but only 6Kw’s per hour actually goes into the battery. This is worth noting if you are calculating a window of cheap energy for overnight charging, to ensure there is enough to cover the miles next day.

I have a podpoint charger, I have had it 4 years and has been no bother, it’s okay but there are better smarter chargers out there now.

I didn’t know all this when I started out with EV’s, so just in case it is of help and good luck with you prospective purchase, once you have an EV, there is no going back."
394,1,2022-02-04,"As above, the Masterplug one sold by Screwfix is good value. I'd urge caution if using the portable charge point regularly though, as they are really intended as a ""get out of jail"" charging method, when a safer method just isn't available.

There are two potential issues with using one, the main one being that, unless the wiring and outlet is in good condition the plug may over heat. It's a fairly common issue with older wiring installations, so much so that many charge points now have temperature sensors in the plug to turn the charge point off if the plug over heats. The second issue is that a normal outlet most probably won't have the electrical safety protection that's needed to charge a car. There is a small risk that if there is an open PEN fault on the local distribution network then the car body could become live when plugged in. It's a small risk, though, there are only around 500 of these faults across the UK each year.

OK to use very occassionally, if you understand the possible risk, but I'd suggest that it wouldn't be sensible to use a portable charge point every night for months on end, as the more one is used the greater the chance of there being an issue."
540,1,2021-10-06,"I hope this helps anyone with similar issues . The software was updated prior to delivery and all was required was a restart of the radio on the U-Connect system .Shame the dealer didn't do this or even know to do it. Please see below from Fiat Customer Services. It worked for me after 3 resets of the ""radio restart "" . I now have live traffic information showing on the Maps. I had a phone call from Italy and the process was talked through. They sent the below by mail confirming the process. 


Thank you for contacting Fiat.

Following your recent enquiry and as discussed with the customer care agent over the phone, we recommend completing the operations below:

Ensure that you are in an area that has a good internet coverage, proceed with a radio restart followed by a key cycle: from the radio menu: Vehicle> Settings> Reset> Radio restart.
Once the radio has restarted, do key off - key on.

Should you continue to experience any issues, repeat the radio restart + key cycle up to 3-4 times.

If this still does not work, then try with a further Factory reset: rom the radio menu: Vehicle> Settings> Reset> Factory settings.

Once the radio has restarted, do key off - key on.

Please do not hesitate to contact our Customer Relations team from Monday to Friday between 09:00 and 18:00 on 00800 3428 0000, choosing option number 2.

Yours sincerely,

Marco Verpilio
Customer Care FCA EMEA"
398,1,2022-02-04,"...


The issue is solely to do with charging from a standard home outlet, using a 13 A plug in charge point. They draw a steady 10 A for hours on end, and sometimes that is just more than the outlet can safely handle, leading to overheating. There's also the small risk from an open PEN fault with charging like this.

A properly installed charge point will have all the required safety protection and will also be wired to a supply that can safely carry a high current for hours on end, so is a very much lower risk overall.

Public charging is just as safe as charging from a properly installed home charge point, and a lot safer than charging from a 13 A plug in charge point.."
544,1,2021-09-09,"In the UK you can get a grant of £350 to have an EV Wallbox installed. This is useful if you want to upgrade to the 7.4kW connection. The chargepoint / wallbox has to be on the government's approved list but despite there fact that here are at least 100 on there, the easyWallbox isn't listed. It's made by an italian company called Free2Move (link below) but they aren't on the list either. The Fiat dealers I have called barely understand the question, let alone have the answer. My easyWallbox is free with the car but if I had to pay for the box I would choose one on the government grant list and shop around for an installer.








500 - easyWallbox for new 500


easyWallbox is a device that when fixed to the wall is the quickest and simplest way to charge at home. Just plug-in and… that’s it!




www.easywallbox.eu



"
450,1,2022-02-16,"We didn't get one of these with our 'Red Edition' car but reading on the FIAT website, it appears that it 'eliminates the possibility of a powercut'!

Impressive.

""The easyWallbox is a Bluetooth “Plug&Play” solution. All you need is a power outlet. Attach the easyWallbox to a wall, and plug it in like any home appliance, using the UK 3 pin plug. It has a standard charging power of 2.3 kW, but with the help of an electrician, it can be professionally installed and increased to 7.4 kW, which will enable you to charge up to 80% of full capacity in less than 4 hours. It can also regulate the charging power autonomously and safely, delivering the maximum power available in your home, whilst eliminating the possibility of a powercut. """
420,1,2022-02-05,"...

Most EVSE installers would most likely take the feed directly from the tails at the meter (raul there than adding a new circuit to an existing consumer unit or fuse box), and use a small dedicated consumer unit just for the new charger circuit, to avoid the need to check/test/upgrade/replace the existing consumer unit. This allows the new install to be fully compliant with the regs and be fully tested independently of the existing installations. Obviously if there are issues with the meter position/cut-out that need addressing first then this work would be additional, but it leaves the existing consumer unit untouched."
173,1,2023-03-11,"...

Have to note thou I have seen wipers that wipe ‘outwards’ and basically push the water down to the bonnet and back out to the sides of the windows this would be perfect for my car as the side pushing literally cleared the screens including much of the top corner … havent seen wipers like that in about 10+ years but I can’t say I’ve looked closely enough
i know i just described any old wiper haha 😆 I mean ones instead of swiping at the same time one hits the side as the other hits the bonnet almost opposite action I know what I mean anyway haha I’ve seen them"
323,1,2022-05-13,"There has been lots of debate on this. Sorry if you know this, but when fast charging in DC, regularly charging to 100% is not considered good practice, partly for battery care, but also charging slows down considerably from 80+%.
But when AC charging at home, seems there are different views, whether charging to 100% all the time is good or bad. Personally, I have decided to mostly charge to 100% and enjoy the longer range available. There is apparently only 37 kW usable on the battery, so the battery is protected if charging to 100%"
344,1,2022-03-31,"I'm 5'10"" & although we only use the back with our 2.5y old granddaughter in a child seat I did try an experiment soon after my wife got the 500e...

I sat in the passenger seat and moved it forward until my knees were very close to the glovebox but not touching.
I then moved to the back and although my legs needed to be splayed I could have managed a short journey of 10-15 minutes OK.
The drivers seat remained in its normal position (wife's seating) and was actually further forward than the passenger seat throughout so I'm pretty confident that this would be OK for school runs with kids as described.
"
422,1,2022-03-11,"Why aren't you getting a wallbox? Until 22nd June you can install a ""dumb"" charger. Which are significantly cheaper. After then you must install a smart charger that allows the charging network to control your charger. Cos allowing the authorities to override your life is always best right? Speak to your local qualified electrician. You can get fixed up a lot cheaper than you might think. 7kw will charge the 500 overnight with ease. A granny charger twice as long. Here's one 270quid QUBEV - EV CHARGING UNIT | TYPE 2 SOCKET | 32 AMP 7.2 KW | IP65 | 17th Edition 5060627020282 | eBay"
552,1,2021-09-20,"...

hi Laser Tam,just joined,i have ordered a fiat 500e and managed to get 650 pounds off by registering for the affinity and privelige scheme,because i am classed as a key worker,its on the fiat website under offers,then key workers offers,there are other discounts too,and an option to add 2000 pound worth of extras.they also do an Advance Payment Plan where you pay a large deposit,then pay nothing for two years with the normal 3 pcp options at the end,done some research and very few of these schemes exist,suited me perfect,hope this is of some benefit to you or others."
453,1,2022-02-16,"This seems to be the original description of the Easy Wallbox, before someone in the UK decided to re-interpret it (my highlight of the relevant text):

""Easy Wallbox™ is installed with two wall plugs, easily connects to the electricity grid and means you can recharge the car’s batteries without exceeding your power contract or regulatory limits. In addition, with an electrician only needing to perform a non-invasive intervention, the device uses only the power available in your home in real-time, avoiding any risk of blackouts. """
301,1,2022-06-01,"I’ve had similar issues with CarPlay, it usually works flawlessly over the wireless connection but at some point it just stopped being there at all. Even tried a different phone, and using a data cable instead of the wireless. It just refused to recognise the phone…

Not sure what did the trick in the end, but I’ve both reset the system preferences and waited a couple days before trying to pair the phone again, and it worked again."
421,1,2022-03-09,"...

EBay take no responsibility for the safety of electrical items on their site. I bought an adaptor for Shucko to 3 pin from eBay and when I used it the fuse tripped. The photo shows the adaptor partly disassembled, and the pencil shows where the earth connector and live connector touch when the shucko is inserted into the adaptor. EBay were not interested, the only recourse is to get your money back if you’re still alive.
There is a pressure group trying to change this but they are not getting very far unfortunately.






"
44,1,2022-01-18,"NEW 500.
Well that's about time lol.
Maybe they'll use the current 500 motors in the new Panda (smaller car, if that's possible). and develop new (bigger ones) for the new 500.
Although there looks to be a Panda and a grande version ( although probably a normal sized Panda with plastic cladding).
Whatever, looking forward to seeing what Fiat have in store- hoping we'll even get a small Alfa with a pokey motor, now that would be interesting."
6,1,2023-04-05,"...

I have a Fiat Panda Cross first registered in October 2008, which I acquired around October 2011.
Overall it's been an excellent car for what it is and proves very useful harrowing fields and grading the riding arena, for example. The lacquer coat over the paint has failed quite badly and I'm currently trying to find a replacement door seal for it, but it's at about 150,000 miles and soldiering on. I'm hoping I'll be able to get an EV replacement for it soon, but so far no-one has released a small 4x4 EV that would make a suitable replacement. Unlike the Audi A2 we had when we first got the Panda, we've not had any major failures (the Audi clutch failed at vast expense)."
177,1,2023-03-06,"Haha - I know Alnair, I am from the UK (New Forest).
I just LOVE the vegan options in the UK and I miss it every single day here in my exile... Sunny but not (yet) vegan-friendly Italy.
This time no London for us.
Last year we took the ferry from Calais to Dover, but this time from the Netherlands to Newcastle, so we will be already up North in England.

I am curious how I will survive on the Scottish Isles and in the Highlands. Last time I had been there I was still a vegetarian and it was ok ish.
But as a vegan?!?
I will report in my travel journey.
It is with live tracking, so you can watch me starving almost live :-D

Joana

EV PHOTO TOUR 2023 | FindPenguins"
235,1,2022-09-30,"That's interesting the entertainment system. Yesterday it refused to bt with my phone. The device manager screen kept flickering between no items found and the two paired phones. Really annoying. Left it overnight and working perfectly this morning. Tried turning the screen on and off, car on and off nothing. Gave up went to bed next morning its like it didn't happen. I think it's possessed by evil spirits..."
277,1,2022-06-13,"...

Are you able to attach a photo?

If you open the passenger door and take a photo of the area underneath where the passengers knees would go the lever should be towards the left but we might be able to figure it out from a picture.
I always struggle to find the lever to open the fuel flap if I hire a car, almost invariably with barely enough fuel to reach the nearest petrol station.

Gaz"
300,1,2022-05-31,"...

My S21plus has no difficulty. May I suggest try using a good quality data cable instead of the Bluetooth. I did notice that although I turn off the WiFi when the BT connects it nearly always restarts the WiFi too. 
I use Waze and its my default Android Auto map app. The Fiat is pretty good at mirroring the screen. My Mokka just doesn't seem able to do that at all ! So score one for the 500e."
399,1,2022-02-04,"...

Thank you for this I as you can tell am totally new to all this and sometimes it's hard to understand without a proper explanation.

I think I will get the car and see how I got with public chargers till I can afford a home wallbox, even with the grant the cheapest I saw was £500 and some upto £1200 still to pay which i don't have the money for at all.the fast chargers near me are at a pub I meet my friend at once a month and we are usually nattering for 3 hours and then walk around the shops for another hour"
528,1,2021-09-11,"If I remember right, the type 2 cable only comes with the higher spec models, so we only got the 10A cable for a 13A socket. If you end up having to buy a type 2 cable, 3 phase 16 (or 32A) will give you the best speed from any 3 phase socket (but these tend to be rare here, we have 2 at work out of about 10), but if its just for a domestic 7kW supply, 32A single phase will work."
367,1,2022-04-01,"This maybe worth a look





JustPark launches £350 EV charge grant for homeowners | GreenFleet


On the day that the Electric Vehicle Homecharge Scheme (EVHS) £350 grant ends, JustPark has launched its EV Rewards programme alongside its first incentive: a £350 JustCharge Grant towards buying and installing a home charging unit. This will help drivers making the switch to electrified cars...




greenfleet.net



"
317,1,2022-05-14,"...


I'll keep trying different positions until I find one then!

Ah! thanks for pointing out the height adjustment lever, Just finding the reclining lever was hard enough! I tried searching on youtube and looked in the manual, but couldnt find it, so just assumed it didnt have height adjustment."
404,1,2022-02-04,"...


That's a scary bit of kit, certainly not safe to use here, and has no safety approval at all. It can't have, as you cannot draw 3 kW from a standard BS1363 outlet, the maximum is about 2.3 kW.

How on earth sellers are allowed to sell non-approved stuff here remains a mystery. Trading Standards really should be jumping all over these people."
587,1,2021-01-10,"...

That's interesting.
On the Italian site there are no factory options for the La Prima version.
Did the dealer mention what it includes? Cabin heat pump maybe?

Also by coincidence I've been driving a Caesium Blue IPace for two years
(and returned it when the PCP ended in November)!"
262,1,2022-06-16,"On the info screen, not the one behind the steering wheel. On the settings page, the is a tab called EV Pages, it then asks you to 'launch' and you then get charge settings as an option, one is schedules, and there is charge level. The levels is important to know, because there is a know bug, where the charge level resets to 1, just when you want a quick charge."
545,1,2021-09-21,"I swapped out my un-tethred Chargemaster for the new tethered easywall box, and it was fairly simple. Just make sure yout turn the little control knob to position 7, then download the 2nd app ""easywallbox powerup"" app, and change the safety limit to 32a 7.4kw. No issues so far. It's putting in 7KW per hour."
243,1,2022-08-20,"According to Podpoint








Pod Point | Fiat 500e (2020) Charging Guide


The complete guide to charging your Fiat 500e (2020), covering electric range, how long it takes to charge, how much it costs, and much more.




pod-point.com




The 500e has 3 off 3.6kW chargers on board for ac charging, setup as 11kW 3 phase or 7.2kW on single phase."
183,1,2023-03-06,"...

Microcamping in a 500 is possible!
Just one example:








Woman converts pink Fiat 500 into 'world's smallest camper van'


When Hannah Hughes realised she didn't have the money to spend on converting a van into a campervan, she got creative




www.walesonline.co.uk





Enjoy the NC500 - if this summer - and same as to Alnair - look out for us, you cannot miss a Fiat 500e with an Italian licence plate. 
Would be lovely to meet."
175,1,2023-03-11,"...

That’s what I was trying to describe lol 😂 they would be perfect on my super small windscreen as the centre has a massive plastic part that holds the rear view mirror so if Fiat put those wipers on it would have been a perfect solution for it!"
543,1,2021-09-07,"The easywallbox is not that smart it's only bluetooth to the phone app, to start or set a programming schedule and see some stats. I'm thinking of replacing our current charger as it's not tethered. So it should just need the electrician to disconnect the current charger and replace with the new one. No cabling to be done to the boards."
343,1,2022-03-28,"We have a 500e and and ID3 (and a M3LR)

The back seats of the 500e have never been used and probably never will be - a thoroughly unpleasant place to be, even for youngsters, IMHO.

Even setting that aside, I'd imagine that manoeuvring a reluctant child into, and out of, a child seat will be a recipe for back trouble!

The 'internet' will as ever give a range of views on this, in your position I'd take a trip along to a local Fiat dealership with children and car seat in tow and see what you think."
438,1,2022-02-15,"...

Hi it came as a plug and play system, three pin plug goes in our existing outdoor wall socket and that lead disappears into the wallbox and the charging lead comes back out. It seems to be a sealed up box so I don’t think I can safely tamper with it"
386,1,2022-03-29,It's my understanding that how much range you get when charging can be temperature dependent. In any event I just had my garage roof spray foamed. Its where my charger is located. Mostly cos it gets colder than a witches er whatever in there. Whilst the doors/ windows were insulated the roof wasn't . Might be interesting to see if it makes any difference.
390,1,2022-03-28,"...

This is interesting. How do you define home chargers and fast chargers? I am currently using my 'granny' charger at 2.3Kh whilst awaiting installation of my 'fast' home charger which will handle 7Kh. Is that what you mean by fast or are you referring to the very fast DC chargers?"
265,1,2022-06-12,"...

Look for a lever in the left hand side footwell, near the bottom door hinge. That should release it, but only partly. Then put your fingers through the gap between the bonnet and the grill which just opened when you pulled the lever, and find a catch. Pull that, and you'll be able to open the bonnet."
220,1,2022-12-03,"...

Hoping when I call on Monday to tell them about the battery they will get me in sooner than the appointment on 23rd of December as apparently that is when they have a appointment spare that has a courtesy car :/

Because I presume if they cann not get me in sonner the issue will get worse and the 12v battery may stop working fully"
541,1,2021-10-07,"Ah this is good news. Our 500e will probably have to have a visit to the dealer soon as it keeps reverting to KMH and reseting the schedules, which is a tad annoying, so I’ll ask them to look at this at the same time."
9,1,2023-04-05,"...

I have some hope they'll produce a ""Cross"" or at least 4x4 version of the new Panda - thoughmight be a year or two after the initial release. Or the EV Jimny might do the job, as you say. There are one or two other possibilities - here's hoping one of them at least comes along before our old Panda Cross finally has to be retired."
447,1,2022-02-15,"...

The granny chargers are designed to be used as a last resort. Maybe you're staying with friends or at a holiday-let, or whatever. This device is designed to be installed and used every day, therefore a real 7.4kW charging point should be installed."
563,1,2021-09-11,"My seems to default to Level 3 , so when scheduling the charge , I just confirm to Level 5 . I need the Level 5 so as to charge at 7KW in my 4 hour window of cheap rate ( 5p per KW with Octopus Go )."
440,1,2022-02-15,"...

What you have been supplied with is s total crock of Shizen. It's unsafe as a permanent charging solution, probably unlawful too. 
Get Trading standards involved.

You are probably very lucky that the charging lead is too short."
548,1,2021-09-10,"Yeah you’ll need to wait a while until there’s loads of stock and some manufacturer offers. New-to-market EVs never have mad offers as there’s usually only 5 of them on the boat, all assigned to waiting lists already.

In a year or so you’ll most likely get a deal."
310,1,2022-05-26,"This cheap TPMS is garbage. We had a slow puncture, and the warning was treated as a nuisance by the other drivers after initially assuming that the failure was just due to cold weather (it wasn't really low). By the time I put an analogue gauge on it, it was down to 20psi. Low quality sensors get ignored."
501,1,2022-01-23,"...


Great, I wasn’t sure if it’s best to keep repairing them when it happens or leave it! Considering I scratched them on day 5, the likelihood of this happening again is high 😃 
I will check out the touch up pen as it would really frustrate me seeing them damaged. Thank you "
388,1,2022-03-28,"...

Thanks for that. Thought I had read somewhere that it was possible to pre heat the battery pack as well as the cabin, but could be wrong. Picking a route that favours lower speeds and is about the same distance as motorway so I don't feel too out of place!"
448,1,2022-02-15,"...

Look this device is a total mis-sell, it's a CONFIDENCE TRICK. Please throw it in the figurative WEE approved bin and get a proper UK compliant fixed EVSE for charging your FIAT 500."
20,1,2023-05-24,"...

 You were the guy the other day telling everyone that the EV are dead and the Toyota Hybrid waiting times are 5 years long 😂😂😂
I think that now is the time for you to decide on what side of the fence you will stand. You either keep trolling (as I've said the other day) or you have split personality..Decision time my friend 😎"
387,1,2022-03-28,"The climate function is for the cabin only I belive, I don't think there is a battery warming function. But pre-climate the cabin while still charging will obviously help. If charging at home, goto 100%, the recommendation of not regularly going to 100% is on fast chargers. In any case, the last 20% on a fast charger is very slow, so taking to 80-85% is good. Sherpa or range modes help with range. If on motorways, keep speed down if time isn't precious."
349,1,2022-04-20,I have seen on another group that Traffic Jam Assist works on radar while the standard L2 system works on cameras/sensors.
275,1,2022-06-13,"...

Yep, I've always understood left and right, but still not sure about nearside and offside. Near to what? The kerb, or oncoming traffic? What about if you park on the other side of the road? And what's football got to do with cars?"
649,1,2021-04-24,I work in the NHS and with their finance package -Affinity? Would give a £2k discount Straight off For NHS workers. I Will have to read up on it. New car/new model but I am sure as Fiat dealers they can still do a deal.
725,1,2020-10-26,"...

Hopefully they will offer ridiculous deals to offset all those Jeep, Maserati and Ferrari sales!

Instead of paying money to Tesla. "
612,1,2021-08-29,"...

Ours came with;

Type 2 cable (3 pin)
Type 2 cable (11Kw)*
Wall box/charger (that we don’t need and will sell)

* Our la Prima has an 11Kw onboard charger. Not sure about the other models"
518,1,2021-11-15,"I hope those numbers are miles/kWh, not kWh/mile! My electric van, with the aerodynamics of a small haystack, uses about 0.35 kWh/mile (slightly worse than 3 miles/kWh)."
412,1,2022-02-04,Some of the eBay specials draw 15-16A from a 3 pin socket IIRC. Charges your car super quick but it can get a bit hot 
346,1,2022-04-19,The La Prima model comes as standard with L2 autonomy for driving at speeds above 15MPH. The additional £225 is for Traffic Jam Assist which automates driving in stop/start queues in town.
291,1,2022-06-14,"...

Yes the mystery is over! Found it this morning. Under the glovebox, we’ll near enough part of the hing that’s part of the glove box. 
Stupid place to put it, don’t know what the didn’t just keep it like the non-electric 500.
Anyway still feel like an idiot😅."
493,1,2022-02-08,"...

You select cabin conditioning from app, just make sure heat left at temperature you require when leaving vehicle."
439,1,2022-02-15,"...

No checks are done, no site visit just drive home and try to plug it in.I spoke to a Fiat man in Turin who jokingly suggested I erect a wooden plinth for it nearer the car, I’m still not amused by that"
124,1,2023-01-06,"...

As if they never happen to cars with driver aids?

No, it's because good drivers don't rely on 'driver aids' first and foremost, so if the car is driving worse than you do, then something should be done to stop it driving worse than you."
148,1,2023-05-19,"Thanks both for the help/ offer of help. I can't say I'm surprised, so sadly (as my wife really likes the 500) we will have to cross that off the list of potential replacements for her Micra."
434,1,2022-02-15,"...

Who installed the EASY WALLBOX. Is it wired up to deliver 7kW. Did the installer check that it worked, with a simulation box, on an actual EV?"
413,1,2022-02-04,"...

Haha I bet it gets more than hot if they are cheap eBay ones.

Tbh I am out off now even with the Screwfix one by what someone said above"
546,1,2021-09-10,They’ll all do PCP offers with deposit contribution at some point. You’re always free to take the offer then phone up and settle it straight away.
113,1,2023-01-06,"I find it very sensitive (which is probably good - better safe than sorry), so is it possible that it was triggered by a leaf or something else being blown in front of the car by the wind?"
192,1,2023-03-07,"For short distance we were also already in four - once you got into the car, it is not too bad on the rear seats. But I wouldn't do it for longer than 30 mins or so.
For our trip we removed the back of the back seat, so now it is anyway a two seater "
613,1,2021-06-08,"Turns out the “pebble” is a wireless key, but it needs a bit of electronics inserted. The dealer found this vital missing piece after I realised what it was."
93,1,2022-05-30,Personally I'm pretty keen for a BEV version of the Panda 4x4... but I suspect it'll be at least 2023 before there's any chance at all of that being an option.
236,1,2022-10-05,Had to book it back in as it's now losing up to 10% charge per day just sitting on the drive. I'll find out the version when I have 5 minutes.
586,1,2021-01-10,"Once the initial demand has subsided, they will likely offer some good deals as this is FCA’s leading car to offset all those Jeeps and Maseratis."
164,1,2023-04-18,"Thanks, I’ve downloaded uconnect live but I cant connect with the vehicle.
might have to search YouTube"
526,1,2021-09-11,Yes but the two plugs are not identical. One is for car socket and other slightly different size is for charge point socket.
340,1,2022-03-27,"...

Thanks! These would be 10-15 miles really at most as it’s just running round town. My other half is about 5’6 so she’s not right back with the seat, although tbf the 5 year old would prob be behind the 12 year old in the passenger seat"
134,1,2023-05-30,"...

I already gave the windscreen in front of the camera a wipe with a cloth.
I'll try to do it again more thoroughly.

Edit: Have done the operation just now. Apparently it helped. Thank you @DAsh ."
529,1,2021-09-11,"...

OK thanks, I will check with the dealer, and yes its for domestic single phase supply."
221,1,2022-12-03,Is there breakdown cover on it? Stellantis cars usually have RAC cover on them. That might be the quickest way to get a new 12v.
486,1,2022-01-14,"...

Good morning! Would you be able to share the link for the page on Facebook please? I can’t seem to find it. Thank you"
405,1,2022-02-04,"...

indeed. the Masterplug (via Screwfix) one has a few hidden hardware features, because the same control board is used by other designs, but the firmware uploaded to it is fixed at 10A."
285,1,2022-06-13,"...

I can safely say I have never felt more stupid then I do! Am hoping it will all be-over soon and I can feel like less of a dick😑😅"
0,1,2023-04-04,"...

Difficult isnt it? You want the car but are scared it might be a lemon I expect? Shame you dont have a friend who is a solicitor, as a letter from them might gee them up and let you know what the issue is"
271,1,2022-06-13,"...

There is only one left and one right side of a vehicle, and it’s always (industry protocol) from the drivers viewpoint, so it can never be confused by LHD/RHD "
176,1,2023-03-06,"...

I'm very envious. And it's a vegan tour too! Too bad you're not stopping in London, plenty of good food opportunities here 🌱"
