,Post_Title,Author,Date,Post_Content,Comment_Number,Net_Likes,Views
60,Mini SE - Now in showrooms!,35321,"Feb 23, 2020","Just popped into my local Mini dealer - sorting out paperwork for my wife's new mini. They had 3 electric Mini's in the showroom, 2 black and one white. Said they couldn't let me drive one today until the 'official UK launch' in March but the guy said if I asked him I could have one for the day to try out!",12.0,3,2140
61,Put the £500 down....,14321,"Feb 7, 2020","OK so my wife owns a countryman PHEV and now she wants to swap it for a new Mini EV. It makes sense for her because she commutes into the London ULEZ/Congestion zone every day so otherwise whe would have to pay £23.50 a day as of next year, and its only 8 miles from our house so range not an issue. She also loves mini brand for some reason. she got the level 3 package in enigmatic black with the stupid plug wheels, i told her this would limit resale but she doesn't listen. We did it online and were hoping not to talk to a sales guy but no, the dealer calls immediately presumably to secure his commission, then repeat all the same info we just put in online. We also filled out a form to apply for a government grant as they obviously sensitive about this, the £500 is refundable any time up to 31 March, same date the grant runs out, so they could see a lot of cancellations on that day! No order date yet.",3.0,0,1267
62,"OVO Energy and MINI Electric - 5,000 Miles Offer",33345,"Mar 3, 2020","Exclusive offer for UK MINI Electric owners

Almost everybody has a MINI story. They learned to drive in one. Their mum or dad was obsessed with them. It was their best friend’s first car… 

These stories show one thing: passion. And that passion is still going strong, with 2019 seeing the brand celebrate its 60th anniversary.

When the iconic MINI first launched – way back in 1959 – its design was created in response to the 1956 Suez Canal crisis, an event which led to the rationing of petrol in the UK.

Today, MINI is responding to a new challenge: climate change. That’s right, it’s gone electric. And OVO Energy is supporting this historic moment with an exclusive offer… 

The energy plan to match your MINI Electric

Calling all UK owners of the new MINI Electric: make a simple switch from your current energy supplier to OVO’s EV Everywhere bundle and you’ll get:

5,000 free off-peak miles, when charging at home 
Free Polar Plus membership worth £188, for freedom to charge on the move 
Our 2 year fixed energy plan with 100% renewable electricity to support your journey to zero-carbon living 
",0.0,0,1052
63,Mini Connected App,83981,"Sep 20, 2019","Recently acquired a new Mini PHEV, does anyone use the Mini Connected App ?

I was under the impression the app would give some sort of info / stats about the charging / electric range side of things?

Does anyone use the app with the PHEV and can confirm the availability of info ?",4.0,0,3026
64,Preordered Mini Cooper SE,85232,"Dec 17, 2019","I'm in the UK and have a Mini Cooper SE on order, level 2. Currently estimated for delivery in July 2020.

The limited range shouldn't be a huge issue as I rarely do more than 30 miles a day...",14.0,0,2302
65,Delayed charging,78738,"Jan 22, 2020","My car is working itself! I now have off peak charging and have set the car up to charge between 00:45 & 04:00.
despite this when I plug the car in it starts charging immediately!
The app also shows it is set for Low Cost but the car is charging. I have been back into the car, checked the setting unplugged and re plugged the car and it is still charging immediately
last night when I plugged it in it started to charge straight away but then switched off. Tonight was different nothing I could do would stop the immediate charge.
i have just checked and the app is showing charging paused. what the !!!!",3.0,0,3537
66,POD POINT incompatible with MINI Countryman PHEV - According to them.,86331,"Feb 18, 2020","Hi all,

So I have been trying to resolve why our car does not work with the delayed timer in the mini on the Podpoint charging system. 

Currently it just charges regardless of the mini timer and we are then missing out on our off peak car charging tariff.

Today I had this reply from Podpoint, which is frustrating as their own website when ordering says the PHEV is compatible.

Is anyone else using podpoint and got the delayed timer to work please?
-------------------------------

Hello, 

After conferring with my colleague, we believe that the car may be incompatible with the charging time feature and the Pod Point. 

We would recommend attempting to charge on a three-pin plug to see whether the vehicle begins to charge at the correct time. 

If the issue persists I would recommend contacting your dealership in order to eliminate any issue via the vehicle. 

We apologise for the inconvenience.",0.0,0,1273
67,Reviews are out,85232,"Jan 29, 2020","Couple of reviews, no in-depth range testing unfortunately.










",17.0,1,2048
68,Climatise Pre Warm Battery,85287,"Jan 26, 2020","Does anyone know how long I need to Pre warm the battery ?

when I read the manual it mentions that it helps efficiency if you Pre warm the battery before a journey but is that for 30,60,120 minutes?",2.0,0,1131
69,Battery Range on Mini Connected App,85287,"Dec 21, 2019","I have just bought a Countryman PHEV (ex-demo 5,000 miles on the clock). 

I charged it up for the second time today and the connected app shows 100% fully charged but a range of 15Miles

I thought the range should (at the start ) be something like 22mile

Or is it doing some clever maths based on the electric range over the life of the battery and so far and so it is juts showing that on average due to poor driving the range has only been 15miles.

So I guess I am asking if I should be worried or will it improve over time 

I don't see any way of getting a battery health reading anywhere",6.0,0,1740
70,Pre-ordering a MINI e,4655,"Aug 19, 2019","Wife currently has a contract hire Mini convertible (though my company) and it goes back shortly so I’ve kinda talked her into going ‘leccy for her next car and stumped up the £500 for a new MINI e, which should roll up next March. Except she’s never driven one (obviously), she is not really an early adopter, and she seems disinterested/ambivalent about the whole EV thing. She’s already said she won’t even test drive it. It seems quite well specc’ed and pre-heating will be good.

But, I’m thinking that the short range (probably 100 miles in the winter) plus the hassle of her remembering to plug it in and not being able to travel/fill-up as she goes has got me thinking that maybe a cheaper, end-of-an-era ICE car is a better bet. We do have a regular car, too (Subaru). I get a few company perks buying an EV car. She typically drive a few thousand a year, split mostly sub-15 mile trips but occasional longer trip which will force her to use the charging infrastructure (or take the Subaru).

I bought into the ’leccy thing a few year back, has anyone done the leccy thing and been disappointed? What’s the ‘leccy highway like for someone who is “dyed-in-the-wool” petrol user, or will she hate it?",15.0,0,2514
71,MINI in the winter?,78738,"Sep 4, 2019","Starting to look towards the winter and am thinking about tyres. I usually change to winter wheels for safety, the wheels I used last year won’t fit the MINI (205/55R16 on VW wheels). I have been looking for a set of wheels but find none are cheap, then I’d need tyres also the TPMS valves, so it is looking rather expensive. 
Winter tyres in the 225/50R18 size are around £150 each, if I use the standard wheels i’ll be looking at an extra £50 each time I have the tyres swapped.
So I thought about all season tyres but can’t find any in the 225/50R18 size.
Has anyone used an alternative size?
What is the car like in the winter with the standard summer tyres on?",21.0,0,3646
72,Mini PHEV wasting electricity on heated door mirrors?,77958,"Oct 8, 2019","I noticed my mirrors steaming yesterday morning, it was about 11 degrees so no frost but a little condensation on them.
I checked both my mirrors and they were warm. I hadn't activated the defrost button but did have the fans directed toward the windscreen as at this temperature you don't need heating or AC to keep the windows clear.

Is there a way to switch this off? It but affect range.

Thank you",5.0,0,1602
73,MINI Electric - Exclusive October Preview (Limited Availability),83972,"Sep 19, 2019","Hi all,

Knights North Staffordshire MINI have a fantastic opportunity available for a limited number of people to view the all new MINI Electric ahead of the launch in March 2020.

Venue: Knights North Staffordshire MINI, Radial Park, Bede Road, Stoke-on-Trent, ST4 4GU
Time: Sunday 6 October

This is only available to people who book a slot. Simply go to the Knights North Staffordshire MINI website and select MINI Electric Preview.",4.0,0,1228
74,Mini £4000 deposit + £299 a month over 48 and 32000miles,17921,"Sep 7, 2019","Was a little surprised at their numbers considering they make a big deal of the price at £24400. Feels like £2000 too much as a deposit considering the battery size. I guess Mini demands a premium though?








MINI Electric - Feel-Good Electric Hatchback


Instant torque, emissions-free driving combined with the legendary MINI look. Discover that MINI Electric feeling and design your own today.




www.mini.co.uk



",4.0,0,1625
75,“Tool kit”,78738,"May 10, 2019","Can anyone please advise me what I should receive in the “tool kit” of a Countryman PHEV?
I’m about to purchase ‘68 Reg car and want to make sure all the equipment that should be with the car, is indeed there.
There appears to be some doubt on the number of charging leads, some say just the granny lead, others say the granny lead plus a public charging cable. I suspect that as it has a blow & go kit there will be no jack of wheel brace, but a locking wheel nut key should be present?
Where should this kit be stored?
In the car I had for 48 hour test had nothing but the blow & go, not even the granny cable! I had to go back for that.
Many thanks",3.0,0,1850
76,Auto handbrake,40649,"Aug 18, 2019","After 17 months and 13k miles running my SE, I have just discovered the car has auto-handbrake, after all.

It only works on very steep inclines - I was reversing into a parallel parking space uphill and as I put the lever in P the handbrake engaged automatically. I thought I must have manually engaged it without realising: it was only when I got back in the car, selected D that it automatically disengaged that I realised it was a feature. 

I know I should read the manual (still haven’t), but I thought this might have popped up somewhere on the forum, but I don’t recall it.",2.0,0,954
77,Change to ICE mode.,78738,"Jul 11, 2019","I have had my MINI now for about 6 weeks. I love the quietness of the Max eDrive mode, but have noticed the the car switches to ICE mode frequently. Occasionally it does this even with a full battery, the car cannot be switched back into Max eDrive mode, I get a message saying Max eDrive is not available. Unless I switch off the car & switch it back on again.
This is a bit of a pain when I want to run on pure battery without the petrol engine kicking in. I am trying to figure out what makes this happen, it is frequently when pulling away from a standstill and does this with me being heavy on the throttle pedal.

Recently I have been trying to figure out how much I can accelerate without the ice kicking in, but am finding even with the pointer within the yellow range the ICE kicks in.
In the handbook folder I have an Owners Handbook and a Supplementary Owners Handbook which contains nothing but conformity details. The Owners Handbook makes reference to “Owners Handbook for Navigation, entertainment, Communcation” and states this is available from Service! Any ideas if BMW charge for this?",3.0,0,1398
78,Brake Pedal Feel - Anyone else finding it difficult ?,76314,"Apr 10, 2019","So after a good few 1,000 miles in the car now I am really noticing the slightly 'weird' brake pedal feel.

In the first few 100 miles I put it down to deglazing of the discs / pads or general mechanical bedding and me learning the foibles of a new car, but now i'm finding it a bit more annoying and wondering if anyone else experiences the same ? 

Two areas where I find the pedal feel 'weird' and difficult to modulate correctly are :

1) Very hard braking from high speed (e.g. Coming into a roundabout on a dual carriageway) the initial pedal feel is good with initial good bite, but then the actual retardation really tails off noticeably and the linearity feels artificial and I cant push the pedal hard enough to make the car stop as quickly as I would like it to.... (the first couple of times I experienced it I thought I wasn't actually going to be able to stop in time as I was pushing quite hard and the car didn't slow down any quicker) 

and

2) Low speed pedal feel (e.g. In very slow speed creeping traffic in the urban driving environment) where this time, the pedal effort vs. the retardation is totally the other way around and I find myself stopping too suddenly and end up with passengers nodding forward as my slight brush on the pedal vs. the aggressive slam on of the brakes that results is really hard to control.

I guess its all to do with the energy harvest strategy of the driveline, but as this is my first PHEV/EV I was expecting a better experience, a more polished driving experience - anyone else experience this ?",19.0,0,2654
79,New (improved) battery later this year?,80652,"Jun 3, 2019","Hi, I have got a Mini Countryman PHEV on order (as of today) as my next company car and have just received a call from the broker telling me that the car will come with a new battery, giving greater range and lower CO2 (WLTP) (40g/km). I cannot find anything on-line to validate this, or confirm if this will affect the BIK rate. They also dropped in that the Leather seats are no longer offered - just leatherette (but at the same cost)! I am guessing (hoping) the leatherette is the SensaTec? Any clever folk out there to shed some light?

Edit: Just found this, which seems to confirm. BMW and MINI Plug-in Hybrid Models to Get New Batteries This Year",5.0,0,1779
80,MINI Electric announcement coming 09/07,33841,"Jul 6, 2019","I had an email from MINI today. It looks like more news is coming on the MINI Electric 3 door hatch on Tuesday 09/07.

Has anyone seen it at Goodwood this year?",22.0,0,2893
81,Little Niggles,55473,"Oct 10, 2018","Having had my car for a couple of months now and covered nearly 6,000 miles in it there are 2 things that really annoy me:


The volume control buttons on the steering wheel. I find it strange and counter-intuitive that the next and previous song buttons go up and down the and the volume up and down buttons go horizontally - I've not got used to this and keep changing the song when I mean to turn it down - is it just me?
The size of the fuel tank. I knew before I bought the car that it had a tiny fuel tank and that I should be able to average 50mpg (which I do - according to the trip computer) but I didn't really think about what that might mean about the frequency of my fill-ups. Entirely my fault, but would it have been much harder to squeeze an extra 10 litres in?
Otherwise I love this car so far!",69.0,1,6435
82,Plug in charger fault light,81982,"Jun 25, 2019","Hi all,

I wonder if anyone has any experience with the plug in charger that comes with the MINI PHEV being faulty? After leaving the showroom in a brand new car on the Monday, I was back in on the Friday with the charger flashing red fault light and car unable to charge. The car still received charge from other sources so they just replaced the charger. 3 months later and the same thing has happened again so now the car is in the garage being looked in to. The computer showed no system errors and again still charged using a different charger.

I saw there were a batch of faulty chargers knocking around in Summer 2018 but I didn't purchase the car until March 2019 so would imagine they were taken out of rotation by then.

Any advice/experiences appreciated, thanks!",0.0,0,7536
83,Mini Electric is in production video...,5984,"May 24, 2019","Mini Electric is in production video...

MINI Electric | Electric Cars | MINI UK",0.0,0,919
84,2019 New Mini E,7960,"Mar 31, 2017","Rather surprised to read that ""the new Mini E will have slimmed-down version of the i3 94Ah’s battery pack and motor. The smaller battery pack could halve the i3’s 195-mile range"" (does anybody get anything like 195 miles in a 94Ah i3?), ""but Robertson says BMW’s EV customers typically only drive 30km (19 miles) a day anyway."" 

BMW tells rivals: get a move on with your EVs!

Does seem rather disappointing in a Chevy Bolt / Ampera-e world.",76.0,0,10768
85,Battery warranty and general concerns,78216,"Apr 19, 2019","Hi all,

During a recent test drive I was told the battery has a 5 year warranty. Anyone know what that means in real terms? What is their measure of what qualifies as a “replacement”?

The technology isn’t dissimilar to phones, and a 5 year old phone battery is basically garbage. I guess BMW “over-provision” battery cells in each battery to some extent but I’d also guess a 1 year old battery performs better than a 2 year old battery and so on...

Any ideas?

Thanks

Neil",2.0,0,1012
86,MINI Countryman PHEV charging problem,79814,"May 22, 2019","I've had my PHEV for a couple of months. Only this week the council have finally converted a lamppost outside my house to a charging point using ubitricity charging solutions - Easy and convenient charging for everyone

I'm having problems with getting the car to charge and can't find a solution.

I connect and the charging commences - yellow flashing light at the charge point.

When I return to the vehicle it has only taken on 0.3 or 0.6 KWh or so - and the charge point light is flashing red [fault in charging process].

Any ideas?

Many thanks in advance

Louise",0.0,0,7283
87,Hello EV owners! Would you mind doing an interview with us?,79746,"May 21, 2019","Hello,

we are an Italian Research agency and we are interested in interviewing owners of Hyundai Ioniq, Kia Niro, Mini Countryman, Volvo XC60.
The interview will happen by phone and it also involves a 4-days diary with video-selfies about driving, charging and overall satisfaction.

Another option is: being owner of a traditional car, but having consideres one of the above PHEVs during the purchase process.

There is a generous voucher available to all participants, please message me!
Thanks",0.0,0,610
88,Min and Max Battery Ranges - What is your experience ?,76314,"May 3, 2019","After nearly 5 months with the car now (Jan - May) I have been noting my available ""Battery Range available after an overnight charge"" on the MFD/App and have seen at worst (in mid January) 14 miles and at best (last week) 23 miles. 

I appreciate that the ""actual"" range I get from the battery vs. the predicted data from the MFD are two entirely different propositions, but my drive from home to the airport (23 miles) was completed in full EV mode last week as opposed to running out of coulombs 5 miles from the car park (as I did in mid January) - in similar traffic conditions / driving style etc. 

Thats a (displayed) range delta of nearly 65% variance. 

What do others find / experience ? Is this ""normal"" ?",5.0,0,1263
89,Charging the All4 using E7 cheap rate ? Problems....,76314,"Jan 31, 2019","Hi All
New to this forum and new to PHEV ownership... thankfully not an automotive novice and thats why I feel a little embarrassed to ask this type of question, but hey ho.....

Had my new 'Maxi' a few weeks now and I have gotten my 7kW homecharger (Chargemaster) installed - all systems working perfectly....

My issue is that although I have inputted what my Economy7 times are into both the MFD on the car and the Mini Connected App on my phone, I cant seem to get the car to delay charging until the E7 rate kicks in.....

I have read the instructions manual and just cant seem to do it.... All I want to be able to do is plug the car in when I get home in the evening and the car only charge with the E7 electric and not just charge straight away..... I have selected all of the ""Planned Charge"" times etc, made sure both car and App both are set to the ""Planned Charge"" settings and not to the ""Charge Immediately"", but despite whatever I do, the car just starts charging as soon as I plug her in..... Can someone help please ?",8.0,0,1731
90,Meet Pixie...,73236,"Jan 14, 2019",Collected her on Saturday. Love her already!,4.0,4,1050
91,Electric Classic Mini,21489,"Feb 14, 2019","Swind E electric classic Mini on sale from £79,000 | Autocar

79 Grand!

However, if we win Lottery we'll have two, one in BRG with a white roof and one in Dehydrated Wee, I mean Inca Yellow.",3.0,1,1126
92,Updated Mini Connected App,14321,"Oct 10, 2018","I see that for the new Countryman PHEV models post-March 2018 they have the option of the upgraded app (presumably because the vehicle has a 4G sim card to communicate with the phone) to allow for more functions like turning on the climate control remotely, locking, etc. Anyone had experience with this app? Not that I can ever use it as I don't have the sim....",19.0,0,4517
93,New Mini spotted,164,"Jan 3, 2019","This was following me on the A421 this afternoon coming out of Milton Keynes towards Buckingham.
Is it a new Mini E out for a run?






",2.0,3,1248
94,Options Explained,48609,"Aug 19, 2018","Hi Folks
I thought I'd set up a thread to help people who are deciding on which options to spec on their new MINI. I found myself asking all sorts of questions when I was deciding mine, as the descriptions are sometimes vague and inconsistent. Perhaps the shared wisdom of actual owners can help people determine just how worthwhile these extras are. I've already been asking random questions on the main thread which is up to 34 pages now so thought it good to start afresh.

In your response, please say whether you own a pre-March update or post-update car, as I think there are some subtle and not so subtle changes which haven't been made clear. 

Here are a couple of starters to get the ball rolling!

1) Does 'Comfort Access' include electronic boot opening? The description on configurator, and an advisor on MINI Chat said 'yes' but I'm dubious.
2) What does the 'Pedestrian Acoustic Warning' actually sound like?

Also, a contribution from me, the Chili Pack now includes auto dimming and electric folding mirrors.",21.0,1,2138
95,Brand New PHEV for sale...,73236,"Jan 10, 2019",The dealer supplying my PHEV has a Lapis Blue car available for collection this coming week. It’s a customers cancelled order and is a decent spec. If interested let me know and I’ll put you in touch with the sales guy. This is U.K.,0.0,1,890
96,End of PHEV purchase grant and new emissions test,14321,"Oct 16, 2018","As of November 9 there is no longer any grant available for the purchase of PHEVs like the Countryman, I got £2,500 off the price of the car when I bought in summer 2017. Moreover the deliveries are being delayed because all cars need to go through the new emissions standards (""WLTP"") following the VW emissions scandal. The tests for PHEV emissions are also totally changed and differentiated from other engine types by doing 2 tests and taking the average result; 1. running it with a full battery to depletion, and 2. running the engine with no battery. Taking the average is kind of meaningless (why not just disclose both results?) but I suppose it creates a single-figure comparison. All cars are going to get much worse results under this WLTP than they did under the discredited predecessor. Wonder how PHEVs will end up faring, if the CO2 emissions go up then could be impact on tax, my car is 49gm/km, but even if it increases up to 100gm/km it is only £95 a year.",3.0,0,1287
97,Back seat driver,40649,"Aug 13, 2018","I recently had a shoulder op so I am unable to drive until mid-September and was on a journey on Sunday and I offered to sit in the back to see what that would be like.

Obviously, the car is quiet in electric mode, but I was pleasantly surprised at how comfortable the seats and suspension were. 

I am 6’ 2’’ and all legs and I had plenty of knee and head room.

I’ve been in Audis which crash over potholes and have been a bit uncomfortable in comparison!

Anyone else discovered new things after owning their car for a few months, good or bad?!",0.0,0,808
