,Dominant_Topic,Date,Text
1707,0,2018-07-11,"Mine is on flexible I believe.

Mine currently shows 19,500 miles (687 days) for service and 8,800 (322 days) for Oil change.

It was a dealer registered car on 10th June 2018. Had 250 miles on it when I bought it."
2048,0,2017-09-01,"@dpl, @MrPaulus, @Tim Ostler .. can you guys vote? I've just seen @GTEJesper (MY18 Golf GTE) and he now has mpg data in his Car-Net App .. 

See below ..






"
1553,0,2018-09-22,"...

Will it have a meter bypass mode for range testing? "
429,0,2022-02-21,"Because an E-golf doesn't have 400+ mile range. I like E-mode for around town but like the ability to just drive to Wales without stopping. It would just be nicer to have more winter E-mode range as 15 miles is a bit silly.

Anyway, it was a hypothetical question. More on battery tech and the aftermarket than the reasons for owning the car."
1191,0,2018-12-23,"...

I am not sealioning, you chose to make the assertion that I know nothing about the demands on pilots, which is somewhat true and somewhat not. I made assertions I think are obvious even to lay people. In regards the last point, I was discussing how the pilot/driver comes into meeting other traffic, clearly in a car the response is to manipulate speed and direction. This is not essential in a 'plane through acceleration braking and steering. I am sorry my embellishment offended your thought process!

I'm sorry but this is flat out plain and simple;-
1) touch screens require taking eyes off the road in a way that button controls don't. For that reason, touch screens are more dangerous than buttons, assuming equal levels of care and attention is put into their design. (of course, buttons can be designed badly and screens well, but the safest would be well-designed button/knob interface)
2) aeroplanes can fly straight and level with constant power and constant 'steering' angle for long periods of time, permitting periods of 'safe' eyes-off-road. The ONLY time I have EVER experienced that in a car for more than 30 seconds at a time was driving into Miami along Route 41, 25 years ago.

Heck, you can fly a 'plane in zero visibility if the circumstances allow! I don't see any meaningful comparison with road cars."
860,0,2019-05-22,"Mine has failed with three flashing red LEDs (MY17) on EVSE. Booked into VW for diagnosis, though it's failed without being attached to car. They won't even look without the car going in, which seems pointless as the car charges itself from ICE running. Hoping it will be covered under warranty..."
963,0,2017-10-25,Also forgot to mention how great it was to be able to set the head lights to Right Hand drive traffic and avoid putting stickers on headlights. This also meant the ACC worked for right hand drive traffic (I.e. scanning to the left rather than right to avoid undertaking). Or was this due to Sat Nav and GPS that it knew to do this?!
606,0,2020-12-14,"...

Using and paying for a rapid charger doesn't make sense for you. Your car can't rapid charge.

Most 7kW posts are 25p per kWh or less. I've also seen £1 per hour, which works out to about 14p per kWh."
1037,0,2018-12-14,"I hope they do that as a colour scheme! 

PS - They lifted all the embargos on S Africa in the 1990s. "
2676,0,2014-11-12,Twitter would probably result in a faster response.
701,0,2019-07-09,"Did a 48hr. test drive of an e-golf and setup the car-net app, which switched to we-connect. Seems better all round from looking at it via iPhone/iPad and also web portal. Looks like its evolving well and will need to with VW commitment to EV's."
718,0,2019-07-15,Looks pretty birthday car position still showing in supermarket. Not been there for days. Anyone else struggling with car position?
1798,0,2018-03-04,"...

Take your point, and not defending VW! But this is real first world problems stuff and would certainly rather have to remember to set the departure time in the car before getting out and not having to defrost the car the next time..."
909,0,2018-12-06,Just like the Tesla's! Maybe that's part of the new sales method.
2631,0,2015-11-23,"...

Same problem with Nissan carwings! All though I expect no one will be surprised"
271,0,2022-06-22,"...

Nothing wrong with being scared of a lorry "
861,0,2019-05-30,"So, the EVSE was ""catastrophically failed"" apparently. Couldn't give me any further information. I did get a new unit under warranty, which is considerably chunkier than the previous unit. Interestingly this one has a changeable fuse, where the previous didn't.

My guess is they found the weedier unit which came with the car is now replaced by the chunky unit."
570,0,2021-03-20,Sorry. I should have mentioned that it's a new touchscreen unit. I replaced it a year ago. Was working fine until now.
1756,0,2018-04-24,"My dealer plugged mine in for me before collection, I couldn't see what it offered over and above car-net, so I unplugged it as soon as I was home.

Also, the app is supposed to be a huge battery drain on your phone.."
1971,0,2017-11-01,"I have now had another test drive with a technician at VW West London, during which -- thank God -- I managed to replicate the sound after several tries. 

He was as puzzled as everyone else at first. However he was also the guy who had worked on it previously when they thought it might be due to suspension noise. Apparently the Golf has been running on the same components for the last few versions, going way back a decade or so. VW service personnel have found that they can optimise their imperfections by careful selection of lubrication, and that is what they tried with mine originally when they thought they had fixed it. As to the power steering theory he poured cold water on that as the early cars where it was supposed to be involved had hydraulic systems while the last few versions have used an electromechanical system. 

However he then suddenly remembered a technical bulletin he had seen recently. It supposedly did not apply to my car but he thought it might be relevant, whereby some Golfs had been experiencing noise in their differential systems because the wrong oil had been applied during manufacture (it is designed to last for the lifetime of the car). He said that he thought that this might fix it. This will happen in a week or two, when I will report back."
261,0,2022-06-22,"...

What sort of things triggered it for you, when would you recommend turning it off?"
2062,0,2017-09-25,Does the three years run from when the car was first sold or from when the car-net account was first activated by the first owner/user - that could be some time later?
2830,0,2015-05-29,"...

Yes, although nowadays it's all done by phone and I don't know how many attendants are involved -- it may be just one individual gone rogue!"
2947,0,2015-05-01,"and configure your own car Configurator : Volkswagen UK £33,755"
2218,0,2017-06-14,"@Chetsword I wouldn't worry about the weathering, we've been charging on the Granny cable for two years now and our drive floods from time to time and the unit has been semi submerged without problems.

I've battled with ChargedEV recently over the installation of a Rolec unit on a spur (where I currently charge with the Granny cable) so am considering the same ie buying a spare and making it permanent so it can't be stolen/fiddled with. I don't see any problems with the idea apart from gaining access to reset the unit/adjust the amperage if you need to.

Glad you're liking the car, think I saw it the other day driving around town."
2416,0,2016-07-25,"...

Integrated SIM fitted as standard, for e-Remote; this allows remote switching of charging/heating and cooling/milage and speed records.
Guide and Inform, is 2nd stage; which I believe you need a USB sick with additional SIM, to allow additional services; given i've got a Pro Nav; I believed I would also get the additional features, but advised after purchasing GTE, this not to be the case due to build date.
Dealers not well versed on the additional features that the cars have; If the dealers could receive better training and guidance, they could probably save endless head scratching by owners trying to get these systems working."
2533,0,2016-08-19,Even after the recent update enabling the use of the Ecotricity app charging the eGolf in Chieveley is not possible. Initialisation breaks up with communication error. I reported to the hotline and on twitter.
1131,0,2018-12-18,"If they are going with the Model 3 style interior, I hope that the large centre screen has no bezels. The bezels on the Model 3 screen are annoying. And also make it a matte (non glossy) display."
227,0,2022-11-21,"...

I know I'm replying to a slightly old thread, but just to confirm, scheduled charging works very well with the OTA upgrade to 3.0. I've used it three times now, twice in preferred charging times and once to a departure time, has been flawless. I will probably stick with car scheduling and leave my Ohme in dumb mode going forward."
2851,0,2015-04-25,The irony is that VW is my agency's biggest client and it would be awkward to create too much of a stink at MK!
1972,0,2017-11-02,"...

The wrong oil in the diff? I wouldn’t of thought so as the diff shares the dsg oil, as there is only one type of oil for the 6 speed, I wouldn’t of thought the would get confused. 

Try spaying some wd40 on your outter cv joint boots and see if that changes it. They have made noises on full lock since they changed from rubber to plastic boots."
2182,0,2017-07-18,Almost every RHD video or print review I seen/read has said the very same thing of the Golf and Passat GTE.
1727,0,2018-06-09,"...

I’ve read this story several times, but I still don’t understand it. 

What is being tested? Surely not each individual car. Are they having to test each configuration of engine, wheel options etc?

Also, every manufacturer must be required to do the same tests, so how are they coping?"
769,0,2020-05-17,Biggest problem with GTEs in say 2-3 years will be the dealers. They will see you coming and figure out how to lighten your wallet one method or another.😜
396,0,2022-03-21,"What sort of car is this? Some type of hybrid I imagine so probably impossible to unravel the data to gain some useful information. Could be the next VW ""dieselgate"""
123,0,2021-12-18,"...

And indeed for all conventionally fueled vehicles, as well.

There are two separate issues being discussed in this thread. The first is that the van will only charge at 3.6kW on single phase. This is a known issue, VW have got this wrong before with other vehicles. It was advertised incorrectly in the UK, and if you don't like it, reject the vehicle. You have every right to do so, you have been mis-sold. 

The second is range. The key thing to understand here is that you don't charge up in miles - you put energy into the battery, measured in kWh. The range shown is an estimate based on that energy capacity and the vehicle's consumption. The low ranges indicated are a result of high consumption. To confirm this, look at your average consumption in kWh/100 miles, or whatever your favoured units are, and calculate the energy required to go for the distance indicated by the vehicle's GOM at full charge. It will be approximately the stated useable battery capacity. If it's way less, you have a battery fault. But in 99.9% of cases, it won't be. It's consumption due to driving style, load, heater use etc. Sorry, but that's the way it is. 

Hope this helps!"
628,0,2020-12-05,Yes full electric=no service plan.
1929,0,2017-12-13,I set mine to 24 on Monday morning when we had -8 and manually did what you suggest (i.e. about an hour before and then again about 15 mins before) as had forgotten to set a departure time- it defrosted completely. Also turned on the rear window defroster. My car wasn't plugged in as didn't have any of the spaces outside my house; was completely worth using the battery for this though!
745,0,2019-10-31,"Wasn't working for me last night, first time I've tried for 3-4 days. I could log in and see the details of the car but they weren't correct as it said the car was unlocked and not plugged in when it sat on the drive plugged in and locked. I tried to change the timer but that was pointless. 
I had to go outside and sit in the car to make the changes, seems such an effort now I'm used to making changes on my phone in the warm."
1692,0,2017-12-24,"Car net takes a little getting used to but is generally ( like VW help ) untrustworthy. Set heating / departure in Car rather than trust the app. It does work! Enjoy the car.


Sent from my iPhone using Tapatalk"
1924,0,2017-06-16,lol this will be about as in production as the egolf LOL
153,0,2022-01-14,"Good evening,

I have also recently taken delivery of an ABTE, I am also having the same problems as you all are. I am a Carpenter by trade and finding myself in a position where I can get to work but can't go out and get any matrerials that I need during the course of the day, do you think VW will take it back from me as it is not fit for purpose..."
2333,0,2017-02-01,"Most salesmen don't know what carnet is let alone how to set it up. Have you tried setting it up on the carnet website, if your gte has it it will let you register it. Also if your gte has a shark fin on the roof you probably have it. But be patient with it, I can't get mine to work and I'm a VW high voltage tech."
696,0,2020-08-04,"...

Ahh, forgot about voice commands. Hope it understands my accent.




"
2298,0,2017-03-15,"Thank you Gladini, that's really helpful.
I'm sure the GTE will suit me fine, I have a journey of 15 miles to work on a fairly quiet B road which does have the odd heavy goods vehicle, there are not too many overtaking points so there is a fair chance that I have to pootle behind said vehicles at a slower pace than 60. The company I work for are going to fit a dual charging point in the car park for me and a colleague (who has the BMW 330e I think) so I should be able to charge back up at work and drive home. I'm hoping that I can pretty much use electric on both trips with the occasional use of GTE mode (in moderation of course )"
2064,0,2017-09-27,"...

When it was first activated I believe, but I think there is an obligation to activate it within 90 days of purchase if you want to get the 3 years for free."
1050,0,2018-12-14,"...

I think so - to me it looks finished, just covered up so as not to spoil the surprise of their formal reveal. Press getting a go now so they can write about it in advance to publish alongside the reveal? 

Pretty excited about this car! Considerable possibility it will cause my Model 3 deposit to be requested back "
2051,0,2017-09-02,I used to have kWh/100km in the downloadable spreadsheet but VW removed it with an update - very frustrating. Never had mpg data though which is silly as in a hybrid you need both to make sense of everything. The app has only ever showed distance and time data for me.
57,0,2023-03-16,"...

If I understand you correctly - they can’t even make most of their present orders?"
2047,0,2017-10-15,I htinkwe would all like to email and find out what is likely to happen. Our dealer still thinks we should the car in January. I'd be interested to know what you find out.
866,0,2019-05-15,"...

Great -- VW's new car of the future is named after Creationism..! They might as well have called it the VW Rapture..."
1774,0,2018-04-19,"...

Come on Donald, all this anti VW ranting is just you punishing yourself because we all know that secretly you are lusting for a GTE 

Price of nearly new GTE's seem to have gone up massively from when I bought mine, I was quite surprised how much they are up for on autotrader."
1975,0,2017-11-07,"My GTE had developed a front suspension ""groan"" when backing off the drive on full lock and also when slowly mounting & dismounting the rubber speed bumps in our village. 
The noise appeared to be MORE evident on the drivers side of the car, but the passengers side could also be heard groaning to a lesser degree ( maybe given the distance away from the driver ). 
I mentioned the issue to the senior tech prior to my car going in for its two year service a few months ago, he told me that on previous occasions they had replaced the top strut mountings on a few cars and also a couple of drop link assembles. But just recently, VW had put out a service bulletin to advise that the following process should be carried out on any Mk 7 Golf's for customers complaining of groaning noise from the front suspension of there cars. This procedure has to be carried out PRIOR to replacing ANY components on the car under a warranty claim.
The recommendation is to remove the front lower rear retaining bolt from the bottom arm / sub frame and VW has provided a special grease to lubricate in between both parts of the large bushing assembly and then the bottom link is reassembled. 
This process is to be carried out on BOTH sides of the car.
Any warranty claims submitted for the replacement cost for both front suspension components & labour, would be rejected by VW if service bulletin has not been completed FIRST !.
I have to say I was not really convinced that this suggestion would rectify the noise and that I would be returning the car once again for the same problem after the work had been carried out !.
Because I had been living with this groaning noise for almost the last 7 - 9 months, it was not going to be long before I could hear the noise again if it had not been fixed !.
At the dealership, they have some small speed bumps at the side of showroom to protect the customers from the cars that are passing a badly placed side door, very dangerous if you are in silent electric mode !.
When I arrived at the dealership, you could clearly hear the groaning noise as the car mounted the bumps, but after the work had been carried out and I left the dealership, the noise had appeared to have gone !.
Not wanting to build my hopes up to far, I passed no comment with regards to a fix for a few days.
The car was serviced approx 6 - 8 weeks ago now and to-date I have NOT heard any more of that groaning noise !!!. When the work on the car was in progress, I received a ""health check"" video ( which is now the norm on most cars ) but the senior tech actually focused the camera on both sides of the car and made a point of ""zooming in"" on the recently applied grease to the bushes, nice touch !.
As you all know, any strange noises entering into the cabin are very EASY to detect when you are in the silent electric mode, a lot harder to spot and locate when you have to listen to the ICE doing its work !. 
I am not saying that this is same problem that you have, but VW must have had many many complaints and received many warranty claims for parts & labour for this type of issue on the Mk 7 Golfs,which in turn has resulted into an investigation and hopefully a long term fix for future deliveries. 
A simple fix for the lack of 50p worth of grease at the time of assembly of the car maybe !."
1160,0,2018-12-22,"I had a view tonight of the FullyCharged YouTube video test drive. I have a super sharp large screen 4K TV and there were a few things that I was able to spot whilst watching the video. Firstly,there were no direct pictures of the dashboard but the VW engineer stated they were working on a HUD display. Now, due to my TV’s high resolution I could see colour reflection’s in both Robert’s and the VW engineer’s glasses with them sitting in the front seats. Either this was the dash ipad style displays refecting or possibly something much brighter and larger from the front of the inner windscreen. Robert did hint to the fact that he had seen something that he had never seen before. I wonder if the HUD was projecting a giant multicolour image onto the inner screen.

I also noticed what looked like grey leather front seats and I also noted the high quality of all the surrounding cockpit trim which looked remarkably production ready. I also spotted that there was a neat small yellow repeater light built into the drivers external mirror, it was either a turn indicator light or a blind spot trigger. I could also make out that the rear tail lamps looked remarkably similar to the concept car but a tad bigger. Not sure why there were air ducting vents on the lower front bumper, the concept had a much smoother front end.

All in all an interesting video. I had a chat with my local VW dealer a few days ago and they stated that I would be able to place a deposit during next March. My hunch is the car might be launched at the Geneva motor show with possibly production starting a lot earlier than was alluded to in the video( 2020 ). We shall see !."
1190,0,2018-12-23,"...

I’m about to take my daughter to see Father Christmas so don’t have time for your sealioning I’m afraid. 

Or your goalpost moving. I do note that you are expert at saying subtly different things to your original assertions when challenged (see point 5 where you’re now inserting junctions and queuing traffic) and building straw men. Perhaps you should be clearer in the first place, or stick to pontificating about things that actually are your area of expertise. 

Have a good day."
240,0,2022-06-17,"This sounds a bit like the FMM mode in the ampera. (Fuel Maintaince Mode).
Once petrol has not been refreshed for a while it starts and burns fuel and no amount of persuasion will stop it. 
You have to run the fuel level low then add new to get back to normal.
Could this be what's happening?"
1576,0,2018-07-19,"I can’t modify or add departure times from the app but works fine from website. 
Did work until recently everytime"
1851,0,2018-02-21,Their normal camper vans are north of £40k already.
600,0,2020-12-13,"With my solar panel system I spent £4500 and estimate £1500 on new batteries and maintenance for the next 30 years (estimated lifetime) so total £6000. It gives me 5MWH/year but really 4MWH/year usable as the energy is not distributed evenly throughout day/night and winter/summer. Say a solar system lasts 30 years that´s 30 x 4MWH = 120MWH.

So 120MWH for £6000 that´s 120KWH for £6 that´s 5p per KWH (and so far I´ve charged 93% at home).

Granted, I am in a hot location, in the UK it´s more like usable 2MWH/year and 10p per KWH.

Of course, you have to have your car parked at home on a number of days per week to see those numbers since otherwise the needed extra batteries might bring you to nearer 15p/kWH.

And you have to be able to pay for all the money up front which is obviously not as good.

Would be rather like if you had to pay £6000 the first time you went to the petrol station and thereafter it was free for 30 years. Although of course with petrol it would probably be more like £20-30,000 for 30 years petrol.

Or perhaps a better analogy would be if you could pay to have a petrol pump installed in your garden and therefore you had free (but not unlimited) petrol for 30 years.

So solar is another way to get (eventually after pay back) cheaper energy which you can´t do with a petrol/diesel car."
2871,0,2015-05-27,"Can I ask, what's VAG.com?

I'm picking up my new eGolf tomorrow so interested to see if it has the Android connected apps touted on the latest version of the eGolf price list."
689,0,2020-08-22,"In Germany there seems to be a new version of the We Connect app, that seems considerably faster to communicate with the vehicle. See 




He reckons that it will become more available as the ID.3 1st models are delivered, ie September. And I hope that more controls and data is available in the We Connect ID app for the ID.3."
259,0,2022-06-22,"Tesla Autopilot, as it stands, is beta and isn't quite ready for all UK roads and road signs. The system's weakness is predictable, and once you get a hang, you will know when to engage/disengage and correct the speed changes using the scroll wheel. It has future potential and is getting very good at describing what it sees. For example, is the vehicle in front of a truck or a car, is the window on the car open etc.

VW and other ACC are simple systems that can work well with less correction on many roads. However, they have no intelligence and cannot describe what it sees back to the driver.

I wanted to experience the FSD beta, so I went for a Tesla, knowing the limitations."
76,0,2019-09-25,"...

Download estimated time very random, can say 4 hours, jump to 2, then rise to 3, etc.
We updated our Discover Pro using Discover Care app on Mac OS about 8 weeks ago, just after new maps were released. Took about 3-4 hours on 70mb fibre, for downloading and install onto usb.
Taking about 35-40 minutes to install in car."
680,0,2020-09-04,There is some stickers in the front and back. This is not how the car will look like. Front is covered at 60%. Lights and air intake are partly covered.
322,0,2022-07-23,"...

Yep, and he’s got to 1%! 😂"
360,0,2022-06-29,"...

It's 300kg lighter compared to Y."
772,0,2020-06-24,"I've considered this dilemma before. I own a Passat GTE and am looking for Golf as a smaller car for less loaded journeys to replace a Fiesta. I initially started looking at egolf but struggled to find a well speced one. Very few have vienna leather, keyless, heat pump and reversing camera all of which are essential (you can't get any with a sunroof!) otherwise in a few years you will be sitting in a cheap feeling (probably stained) cold velour seat at the side of the road on a cold winters night 20 miles from home with no power wondering where the keys are and wising you had bought the GTE. Apart from having the option of decent sports seats (leather heated), lane keeping, dynamic lights and a sunroof the GTE doesn't come with RANGE ANXIETY! And the VW warranty on them is cheap so if anything does go wrong (unlikely) its going to cost nothing to fix assuming you pay the £200 a year to renew. I think the GTE beats the egolf in so many ways unless you live in a city, but does anyone who lives in a city actually need a car of any type? That said, if my daily travel requirements were 8km I'd be considering a bike not a Golf or an ebike but not an eGolf."
2056,0,2017-09-28,"...

@GTETulpy Only slightly off topic, but welcome! The GOM only shows the ""usable range"" that VW want the car to use. We know from other observations and other peoples comments that at least 15~20% of that 8.7Kwh battery is not available (to allow battery degradation, and not allowing a full discharge). So maybe maybe up to 10% at each end. 

However with your calculations the difference is 32%, much higher than most peoples expectations. Some of the difference will be other electrical loads (did you have A/C on?, wipers? lights? etc), but even after that there still seems some unexplained missing electrons!

Certainly if I had the stats available for my Passat, I would be able to understand more .. but I cannot get what you have .. which is very annoying!! "
2332,0,2017-01-03,"The complete VW EV sales experience wasn't only me, then!"
114,0,2021-11-28,"...

Ie: 3 hrs charge and 10kw used divide 10 by 3.33kwh speed"
2259,0,2015-09-22,The elephant in the room is still all those diesel lorries and the NOx they emit. How are they going to be displaced from the roads...?
438,0,2022-02-02,"...

I'm not sure the SOH relates to the HV battery. I got the impression it refers to the 12v bat."
368,0,2022-04-29,"...

It's all down to reliability and maintenance. BP have the sites. If VW are supplying new chargers and maintaining them it's a win win, no?"
452,0,2021-12-31,"Thanks for the replies, very useful I shall do some searching and research before I go to VW."
1437,0,2019-01-02,"I have basically given up on the built in maps for chargepoints. If they even exist they're usually in the wrong place, at least in Scotland."
2937,0,2015-05-12,The GTE actually comes with a lower-spec screen and infotainment system as standard than the e-Golf.
1076,0,2018-12-16,Shut up VW and take my money...!
1714,0,2018-06-29,Must admit I was surprised to find no Toyota section on here when I discovered SpeakEV a few months ago.
1754,0,2018-04-30,"Welcome along, yes waving has all but stopped these days. I still miss it, it was very common up to about 18 months ago and also common at rapids whilst charging, but that has largely stopped as well now. The number of people who know what an EV is has increased as well but not as much as I think we imagine judging by folks who look puzzled when they see a car charging or stop to ask questions."
940,0,2019-04-14,"A Roomzz with a ""phew"": ""One of the key features of the I.D. Roomzz is its three-row seating configuration. This could, however, turn into a lounge on wheels with the electric SUV's open space interior design."" .. right .. so like a standard ""MPV"", then?"
748,0,2019-10-31,"Seems to be repaired now, showing my current car state rather than 2 day old data."
2476,0,2016-09-28,"Here's a feature on it by the always interesting Autogefühl...





"
72,0,2023-03-17,"...

The price really does smell like £17k ex VAT, doesn't it? Put me down for £21k"
967,0,2018-05-29,"...

It’s academic as they’ve been broken for months. Stop at Folkestone services or go to Bannatynes before checking in for charging. 

They’ve been broken for so long they’ve fitted eurotunnel branded covers to the chargers. 

With regards to petrol costs it’s normally cheaper in the UK or at cost parity. Petrol abroad is expensive, Diesel is usually cheaper over there though. Caveat - I haven’t filled up abroad for a few months now."
1125,0,2018-12-18,"...

It has all been going downhill ever since they did away with the dashboard mounted hand pump for oiling the engine and advance and retard for the ignition. 

My favourite was the little button on the floor of a 1920's Rolls Royce marked with red painted engraved lettering 'Not for use in the UK'. It would bypass the silencer and slightly increase the power output when driving abroad."
1104,0,2018-12-17,"...

more sun protection?"
695,0,2020-08-04,They also have voice commands. 
519,0,2021-02-04,"Mods, does the world need the ID.6? "
1537,0,2018-06-18,"I just went “Big shiny wheels!! Big shiny wheels!”

Next time I might give my inner magpie a rest.

Got a response from VW. Basic standard reply: 

“Thank you for your interest, we can’t give details of pre-production models apart from what’s already been reported, register your interest on the website for updates.”

Wasn’t expecting more than that but hopefully if enough requests for information on a hot Neo are made it will filter up to the VW accountants, sorry meant managers, that this could be a good money earner."
345,0,2022-07-11,"Be.EV is at the moment mostly single units.

also MFG hubs at Chorlton (4) and Salford (8)

also Tesla Suoerchargers (18) that are available to all at the Trafford Centre. North and East Manc less well covered but still ospreys, InstaVolts and podpoint rapids at lidls."
2109,0,2017-09-02,"...

Like others I find Zap-map useful in finding if there is charging convenient enough to a destination. Sometimes I find something that will work, but all too often there isn't anything anything available in the area where I am going. There is a phone app as well as their webpage. OpenChargeMap also do their own app which is an alternative.

Polar and CYC will cover a large majority of the public charging points where I am in the South West. I would also suggest downloading the Pod-Point app which gives you access to a good number of other chargers, some of which are in Park and ride facilities. Ecotricity is the other big one with a lot of motorway service station coverage but their charging structure makes use for a PHEV not cost effective. That came in before I had the opportunity to try out the RFID card I got for them."
1590,0,2018-11-07,VW want £ 100 .00 per year after first 3 years for car-net. I guess not many cars older than 3 years will be running car-net.
2111,0,2017-09-03,"I use one in Oakham a bit, when I was a Polar subscriber (a throw back to my i3 owning days!) it was free to use, but now on the polar instant app it's chargeable. As you'd expect. 

It's not a cheap endeavour now though, as you have to pay parking fees whilst charging at that particular charger as well."
590,0,2020-12-13,"Well, OP has selected a very specific case scenario for his comparison. How about:

free public chargers, they are still available;
home charging;

If you don't like the expense, that's fine. But it is not the only use case for an EV or PHEV in your case."
312,0,2022-07-23,The more manufacturers that sign up to AAOS the better!! As hopefully then new features and ideas will come quicker with less bugs!!
379,0,2022-05-12,"...

we're talking over 2 years in some cases here, not just months of planning. These ones still aren't powered.

BP Perivale, planning permission granted 15 Oct 2020. Installed before 30 Nov 2020.
BP Reading Services Eastbound: permission granted 11 Nov 2020. Installed before 26 Jan 2020. (retrospective planning permission)
BP Reading Services Westbound: permission granted 10 Nov 2020. (Installed before 5 June 2020, retrospective planning permission)
"
973,0,2018-07-17,"...

Yeah it's a shame because I'd love to checkin early, grab something to eat and let the kids loose in the play area but instead we go to the Folkestone services which is basically a truck stop...but it's ok.

Shame really. Eurotunnel is such an important hub but they have zero incentive to encourage people to come charge."
538,0,2021-05-18,"...

I don't think that the rear suspension is overloaded too much.
Considering that there was a gas tank for 70 liters of gasoline + a spare wheel + a muffler, I think, removing all that gave me an additional 100 kg.
A 40 kWh battery will weigh around 170 kg (cells only).
So, in comparison with the original, I now have an overload of only about 70-90 kg."
2057,0,2017-10-04,"I've done a couple of journeys since where I have exhausted the battery supply before the car automatically switches to Hybrid. I still can't seem to get more than 5.9kw showing as used in the carnet download. I'll give it a few weeks before I go and ask the dealer, hopefully i'll have a decent dataset by then."
1524,0,2018-04-27,"I had noticed that it was called the Neo in an official VW video from a month ago 



 but it seems to be even more officially the name now. 

Great to see it edging towards production."
1052,0,2018-12-14,"...

There's a possibility of that for me too. If it's cheaper with same/better range and better spec (ACC with lane assist, traffic jam assist) I could be tempted to switch.."
2010,0,2017-10-22,"...

At least they have remained consistent on this. 70% @8yr/100k was what VW stated to me in 2014 when I was nailing down the specifics on the e-up!

FWIW I might as well post what their reply was to some of my questions about the e-up!;-

2) The 8 year guarantee on the battery applies only under the provision that after a period of 8 years with a maximum mileage of
100,000 miles, the battery still has at least 70% of its capacity.

3) The battery is a Lithium - Nickel - Manganese Cobalt Oxide (NMC).

4) The vehicle comes as standard with two leads a conventional AC 3 pin mains charging and a cable for public charging points.

5) Battery capacity = 50Ah.
Rated Voltage = 374V.
Rated Power = 75kW peak, 35kW constant.
Rated Energy = 18.7kWh.

6) The heating is supplied by a high voltage heater element.

7) The motor type is a permanent magnet.

8) The battery has no active cooling system.

9) These vehicles do not creep, the drivers foot has to be off the accelerator and foot brake applied to bring the vehicle to a standstill.

10 The SDx value is 1.139 kg/2,09m2 = 544,98 kg/m2. The CDx value is 0.308

11) The braking system is discs on the front drums at the rear.

12) The recommended service interval inspection is after 30,000 km or 2 years and then every 30,000 km or 1 year. I have been unable to confirm the cost of a service at this stage, however I have forwarded this to our Factory colleagues and I hope to provide an answer when they return from their annual holidays at the beginning of September. [FWIW; they didn't]

13) Individual battery modules can be replaced, the cost for an individual battery module is £619.29 plus VAT and fitting.

14) To fully recharge a flat battery using the conventional 3 pin household mains socket cable takes approximately 6 - 8 hours. From a public charging point it takes approximately 5 -7 hours.

15) Maximum torque is delivered at 12,000 rpm. [I think they got mixed up here and that this is the maximum motor speed. Peak torque is usually from zero to some mid-range speed value.]

16) There is no spare wheel available option available for the e-up!"
2923,0,2015-05-22,"Tim, I set it when I was moving, it brought me to a stop and then moved off again when the car in front moved. I was expecting it to cancel below 20 mph, which is what my Volvo ICE does."
536,0,2021-05-17,"Hey everyone. Wanted to share my battery experiments progress. Took a road trip today, went to visit my parents. Got encouraging results: 240 km on 40kWh test battery. I was riding at an approximate speed of 70 km/h. A car trailer loaded with a weight of 100 kg takes approximately 25% of the available mileage. Looks like my goal of 320 km on a single charge is not as far away as I expected!



























"
1142,0,2018-12-18,"...

Ah well spotted. I had got that mixed up the wrong way round in my head. (I have my GTE set to kWh/100km where lower is better). You are right that it makes no sense. I think we will have to wait for firm figures once the car is formally released as these figures don't seem quite believable. 

Sent from my SM-G935F using Tapatalk"
1751,0,2018-04-30,"...

It's not really something that happens as it's not really an exclusive club like the VW Bus, Classic Mini, or Alfa drivers.
Also, we're all so desperate checking our charge levels that we can't spare time to flash lights and wave.

I hope you enjoy your new car as much as you did the Alfas, and welcome to the forum."
30,0,2023-03-15,"...








"
67,0,2023-03-16,"





"
97,0,2021-06-27,"...

"
131,0,2021-12-19,"













"
202,0,2023-02-09,"...








"
245,0,2022-06-17,.
382,0,2022-04-18,"...

Thank you 👍"
476,0,2020-11-10,MEH!
520,0,2021-02-07,"





"
563,0,2021-03-31,"...

I did not know that, is it something to do with political correctness?"
648,0,2020-10-13,"There's a few of these. Nurburgring:




"
678,0,2020-09-04,"








"
804,0,2019-12-05,Could be an eniro
822,0,2019-11-11,"...

Well done Eugene !."
850,0,2019-07-06,"And he did!





"
951,0,2019-04-15,"...

RMP"
1100,0,2018-12-17,"...

Me too."
1106,0,2018-12-17,Hmmm tasty .
1325,0,2019-01-08,"...

"
1342,0,2019-01-22,"...








"
1378,0,2019-01-26,"...

Which one are you thinking of?"
1443,0,2019-01-15,"...

Me too "
1539,0,2018-08-18,"...

"
1561,0,2018-09-24,"...

"
1562,0,2018-10-01,"...

"
1698,0,2018-01-17,"...

"
1718,0,2018-06-24,"...

Indeed.

https://www.cnet.com/roadshow/news/volkswagen-idr-electric-pikes-peak-record"
1762,0,2018-04-19,"Overcommited.

When will you?"
1781,0,2018-04-20,"...

"
1926,0,2017-12-24,"



"
2112,0,2017-01-09,"...

"
2121,0,2017-08-23,Path! Cynic. 
2152,0,2017-08-02,"...

You need to skate to where the puck will be, not where it is now..."
2158,0,2017-05-30,"...

i"
