,Post_Title,Author,Date,Post_Content,Comment_Number,Net_Likes,Views
72,VWFS Interview,41025,"Jan 10, 2021","



",0.0,0,949
73,Electric costs at public chargers,87061,"Dec 13, 2020","I currently have a new Passat GTE Estate (2021 model) and my previous car was similar but a '66 plate. As yet I have never paid to recharge whilst out'n'about, always charging at home and using hybrid mode on longer trips.

Reading in another thread about charging on the road I saw example prices of 31 p/kWh and 36 p/kWh at Osprey & Instavolt respectively - which I thought was rather expensive.

I did some calculations based on the following assumptions:

I have 10.4 kWh usable battery on my car
Current petrol cost = 109.9p per litre (cheapest around here)
I can manage 30 miles range on purely electric (regularly doing so at the moment)
I could manage 50 mpg in my last ICE Passat, '13 plate (sometimes more on trips)
At 31p per kWh, a full recharge would cost £3.22
At 36p per kWh, a full recharge would cost £3.74
30 miles in my old ICE Passat would cost £3.00.
(Even at 40 mpg this would be £3.75)
I dread to think what motorway service stations charge and what these costs would amount to!

Obviously, charging at home, the Electric cost is roughly halved and therefore much cheaper to fill up - definitely worth getting your home charger guys!!

I hope I'm wrong somewhere and would be glad to be corrected.",48.0,0,5878
74,Black Friday Service Deals,49345,"Nov 30, 2020","VW are currently doing a discount on service plans until the 6th. Just paid out for 2 services at 20% off down to £396 or £16 over 24 months. 

Take a look..






Volkswagen Service Plans | Buy your Service Plan online


It's good to be prepared with Volkswagen Service Plans. Our plans mean you can avoid unexpected car service bills, helping you budget.




www.vwfs-service-plans.io



",3.0,0,963
75,Brexit Price Protection Information,4218,"Nov 18, 2020","Brexit Price Protection Information - Volkswagen have confirmed that any new car which is ordered by the 1st December and delivered on or before the 30th March 2021 will be price protected against any Brexit related tax increases, so this might be the time to be looking at getting some quotes and ordering your next Volkswagen to avoid any potential increases.",0.0,0,815
76,Time for an Volkswagen ID4 section???,70816,"Aug 22, 2020","







Volkswagen's latest EV goes into production


With the imminent launch of the ID.4 EV SUV, Volkswagen has signalled its aim to be a world leader in the production of electric vehicles.




www.driving.co.uk



",11.0,5,2305
77,VW 'ID5',84596,"Oct 14, 2020","Spotted in testing - a coupe version of the ID4?









VW's Upcoming ID.5 Is Based On The New ID.4 | Carscoops


The VW ID.5 will be offered with the same powertrain as the ID.4




www.carscoops.com





I still prefer the style of the ID3, but this looks interesting",0.0,1,1743
78,ABT e-Transporter 6.1 now available to order,77788,"Oct 21, 2020","The Volkswagen ABT e-Transporter 6.1 has a maximum claimed range of 82 miles – and a price-tag of £42,060

https://www.volkswagen-vans.co.uk/en/electric-vans/abt-etransporter-6-1.html

Seems expensive compared to three triplets from PSA for example https://business.peugeot.co.uk/showroom/peugeot-expert/new-peugeot-e-expert/

Less range, smaller battery, slower charging, similar price. They have a hill to climb selling it I would imagine, you would need to really love the T6 (it is a nice to drive and works well) to go for this. Just bunging a e-Golf power train in a T6 seems like it's 5 years too late. 








",0.0,0,1019
79,Volkswagen ID.4 SUV Global Reveal,35809,"Sep 23, 2020","Live at 4pm Wednesday afternoon UK time.





",6.0,1,1451
80,That's fast,4191,"Oct 13, 2020","My next car, I can dream.





",2.0,0,804
81,Standard VW glass better than Cybertruck in steel ball test,85448,"Oct 5, 2020","


 https://www.facebook.com/video.php?v=342785747109983

",0.0,0,642
82,Feel smug video if you just bought one or are thinking of buying one,85448,"Sep 10, 2020","



",0.0,3,1137
83,Golf eTsi worse fuel consumption than 1.5Tsi?,70832,"Apr 12, 2020","It seems that the new mk8 1.5 eTSI 48v mild hybrid (DSG) has worse official MPG and worse g/km CO2 than the regular 1.5 TSI manual.

Ok one is manual and one is DSG but it doesn’t look good VW







",23.0,0,12643
84,VW ID.4 confirmed as brand's first electric crossover,77788,"Mar 3, 2020","Quote, ""The German marque mentioned that the ID.4 will have up to 500 miles (805 kilometres) of range, depending on the drive package.""

Read the report here

VW ID.4 confirmed as brand's first electric crossover

View attachment 128388








",9.0,0,1595
85,We Connect Apps Constant Failing,43809,"Nov 15, 2019","Been sitting for the last 15 minutes trying to heat the car up for my wife to do the school run and it's just not happening. It's so utterly infuriating. 

I have a GTE and its due back in 7 months and it's so bad that VW group cars won't even be in my thoughts for its replacement.",7.0,0,5359
86,VW & EV Certified Technicians,90268,"Aug 14, 2020","In my area, they are non-existent. I recently bought a 2016 e-Golf and it has charging issues so I brought it the dealership in North FL. Well they do not have a certified technician to work on electric VW's. I'm in the United States and wonder if anyone else has this problem. This car has 16,000 miles. The 3 year 36000 warranty is over but the 100,000 is in effect from I can tell. 

At this time the dealership is working with their Quality Control Manager (title right?) and working to diagnose the problem. And the dealership is believes this might be covered under the warranty...they have to hear from ""headquarters.""

Well if you are building a market base of EV as somewhat new technology it seems wise to honor your 100,000 warranty. Either way this takes time. So ANY qualified VW electric vehicle techs out there near FL. In their text they said they were going to ""walk them through"" the process in making repairs. I'm just waiting for this to be over. It's a temporary problem in the long run but I want my car back and in",0.0,0,851
87,Do the touch screens still work through gloves?,85448,"Aug 4, 2020","I'm interested to know if anyone has tried the newer VW's with touch controls on everything, whether they still work with gloves on.
Or am I the only one that wears gloves to drive on a cold frosty morning?
I know there are such things as gloves that work with touch screens on phones, but what about the info screen, steering controls, lights etc. in EV's",7.0,0,1023
88,"VW ""We Connect"" App",80866,"Jul 8, 2019","Having registered my newly bougt 65 plate GTE on ""car-net"" recently, I was informed by VW that the original subscription had run out last September and that I would need to pay £55 to use the service for another year. I duly obliged and downloaded the app to my mobile device. It seems to work reasonably well, although can be rather slowl in updating vehicle data at times.

However, yesterday, the ""car-net"" app on my phone wouldn't work at all, presenting me with a message that as of 6pm, the service would switch over to the ""We Connect"" app, which I was to download from my android app store. Having done this there seems to be very little difference by way of information supplied, other than that I have to enter my password into the app every time I use it, instead of it being able to recognise me from my fingerprint as it used to do on the old ""car-net"" app.

Has anyone else been forced to make this change in order to use the car-net service?",64.0,0,22136
89,In an Emergency,43473,"Jul 18, 2020","In case of an accident. For info, worth knowing IMO. May be in the Handbook, which I've not read.

Found whilst perusing the www.",0.0,0,534
90,Volkswagen eGolf or GTE,88280,"May 17, 2020","Greetings from EU,

im in process of buying a used car and becouse i regually do 8km per day gasoline and diesel cars are out and i live in house so home charging is not an issue.
I test driven a 2017 eGolf and i liked the way it drives but sadly they are very rare on used car market so as alternative im looking at Golf GTE 2015-2016. And im aware that with GTE i will need to service ICE engine as well plus regualy carry ICE+DSG+gasoline as dead weight
So my question is witch one is better eGolf or GTE considering both can handle 99% of my trips on electricity?",17.0,0,11185
91,ID 4 pictures,32729,"Jun 17, 2020",Details posted by Autocar New Volkswagen ID 4 shown undisguised in Chinese documents | Autocar,0.0,0,777
92,Volkswagen Financial Services (VWFS) COVID-19 “support”,53073,"May 18, 2020","Hi all,

I just wanted to share my experience of applying for a three month payment deferral with VW. Basically they have a simplistic form that I filled in Payment Deferral in which I stated I wanted to keep the car, was not vulnerable and was seeking a three month break (or a no to their backwardly worded 3 months or less break). I filled this in on April 29th.

On the 30th I received an email to say my PCP account was on pause while they reviewed my submission and today they have said it was rejected because:

“
We noted from your Payment Deferral request that you did not wish to keep your vehicle, therefore VWFS has not deemed a Payment deferral to be a suitable option for you.

 

Next steps:

We will unsuspend your agreement in 10 working days’ time – this means that payments will start billing again. Any payments that were due before or during your agreement being suspended will be considered as overdue, therefore it is important we work with you now to agree an suitable support option and arrange a safe handback of your vehicle.



Therefore please call us on 0370 010 2022 as a matter of urgency so that we can route you through to the team who can arrange that for you.”

I sent back a strongly worded email to ask them to review my form submission because I didn’t tick the box to return the car. It’s got me fuming because there was no submission receipt for confirmation (and I’m kicking myself I didn’t print the page off). I’m sure I’ll get this rectified but just wanted to share my frustrating experience in case anyone is in the same boat.",0.0,0,1324
93,VW Factory Currywurst back in stock,84843,"Mar 23, 2020","The UK vendor for the Wolfsburg factory sausages has some in stock. £50, 30 sausages plus a delivery charge maybe £10. 

im not sure about social distancing at the bbq. If you remain away from me cooking, a jabbing or poking perimeter of 2 meters, we can maintain safe and not all kill each other with our selfishness.









VW Volkswagen Currywurst XXL 25cm


Introducing the world’s most iconic sausage - the indescribably tasty Volkswagen Currywurst XXL 25cm from The Sausage Man. A Volkswagen Original Part, 199 398 500 A, this is one of the tastiest sausages we stock!




sausageman.co.uk



",4.0,2,2546
94,VW resuming car production from 20th April,86365,"Apr 16, 2020","







Volkswagen starts with step-by-step resumption of production


The plants of the Volkswagen Passenger Cars brand are to successively restart production. First, production is to be resumed at the plants in Zwickau and Bratislava (Slovakia) in the week from April 20. The other plants in Germany and in Portugal, Spain, Russia and the USA are to restart...




www.volkswagen-newsroom.com








The plants of the Volkswagen Passenger Cars brand are to successively restart production. First, production is to be resumed at the plants in Zwickau and Bratislava (Slovakia) in the week from April 20. The other plants in Germany and in Portugal, Spain, Russia and the USA are to restart production in the week from April 27. Subsequently, in the course of May, production will be resumed successively in South Africa, Argentina, Brazil and Mexico.

Click to expand...

",0.0,0,621
95,It came orf in my hand .... wingmirror glass,3237,"Mar 30, 2020","I know it's not EV related but someone might have had this happen to them and I am keen to find a tried+tested fix

Driving along, notice the driver side mirror glass looks like it's shaking - check that to the left and that one is fine.
Then it starts to move on its own showing me the sky instead of what's behind, still shaking.
Pulled into a bus lay-by, down with the window and discovered it was loose at the side edge ... then that it was fully loose and it simply came in to my hand.
30seconds later and it might have hit the road.

Is this a good time for ""no more nails"" ? I have a feeling pritt-stick or a smidge of bluetack won't do it.",0.0,0,855
96,VW order tracking,86365,"Mar 4, 2020","So I ordered a new VW in mid February. Got an order number from the dealer a few days later, and put that into the app to track it. App immediately showed the order as stage 2 ""with the factory"". I signed up for email notifications in the app, then thought nothing of it.. until today. Got an automated email from VW saying that the status of my order has been updated and my order now is ""with the factory"". So my order status has updated to the same as it was before...? App agrees that it is still at stage 2 as well.

From what I've read here, the VW order tracking is a bit of a gimmick at best and a massive stress inducer at worst, but is it normal for it to send out update emails when the status seemingly hasn't changed?",15.0,0,4324
97,Guest Profile,84788,"Mar 23, 2020","New to Passat GTE and tall of the screens in the car but one problem that I can't seem to resolve.
When I set up my profile in the personalisation section it only retains it for a short time <1hour. So when I get back to it usually it reset to ""guest"" use and I loose all of the personalisation settings.
Not sure if its related but my We Connect connection is pretty flakey as well. 
Any suggestions - is there a Ctl-Alt-Delete button on the car?",0.0,0,431
98,VW ID.4 confirmed as brand's first electric crossover,77788,"Mar 3, 2020","The German marque mentioned that the ID.4 will have up to 500 miles (805 kilometres) of range, depending on the drive package.

VW ID.4 confirmed as brand's first electric crossover














",0.0,0,524
99,Transferring We-Connect to new owner,7693,"Jan 22, 2020","I'm selling my golf GTE and there is still over a year of we-connect subscription. Does anyone know how to transfer that to new owner ?
Does the subscription stay with the car ?

Thanks....Sent a mail to we-connect support but still not reply after 48 hours",0.0,0,3038
100,VW ID.4 Spy Shots,1016,"Nov 25, 2019","This is the best looking EV crossover yet... it may also prove to be the best-selling EV of all.









VW ID.4 EV crossover spy shots reveal slinky shape - Autoblog


New spy shots show that the ID.4, descendant of the ID Crozz concept, is shaping up to be an attractive EV crossover.




www.autoblog.com



",10.0,0,1933
101,Finally a proper station wagon coming? VW ID Space Vizzion Concept,49545,"Nov 20, 2019","That's what I've been waiting for: https://www.motor1.com/news/383226/volkswagen-id-space-vizzion-debut/
Hopefully it will be in the market in a few years time?",7.0,1,1397
102,330e mk2 test ... by a GTE owner,3237,"Dec 5, 2019","BMW sets off in Hybrid as default, during 95%+ of my total days' commute the ICE stayed off, coming in only once on a steep long hill. 
Otherwise, including nipping off from the lights, and 60-62mph on busy motorway, just ran off the battery. 
(I know a simple button press in to Electric only and it would run full time including at 72mph) 
Big big difference if you've ever tried a mk1 330e. 
I didn't try it when the HV was empty to see then how it behaved in stop start/general urban driving. 

On a full battery run I got 26 real miles, on a cold wintery night, including lots of trying to find the trigger point of the Hybrid ICE wake up. 
( I suspect this is similar to the Passat mk2 ).

Preheating: guess what ... came out this frosty morning to find the back window was done too, AND THE WING MIRRORS, and I swear the seats felt warm. 
BMW 1 VW 0 

Also seemed BMW miles are longer than VW ones, the GOM seemed to go down at a slower rate. 
Also in a VW if you turn the all things like Climate OFF the GOM really goes up - BMW inc'd by only a couple of miles. 

Sports mode basically same as GTE mode, although tad faster down a motorway slip road than my Golf in GTE ""making progress"" mode. 

Neg points of the BMW: Boot though was smaller than I was expecting. Couldn't find a measure of average electric consumption. Preferred the VW trip computer displays.",0.0,0,1156
103,FOR SALE - 4 x e-Golf Astana Alloys (with tyres),675,"Oct 30, 2019","I am selling my beloved GTE so need to find a caring home for the 16"" Astana alloys I used to fit to to her during the summer months. Please see my eBay listing for details: http://ebay.us/bUDh5b?cmpnId=5338273189. Might be of use to somebody with an e-Golf or GTE who needed a set of rims for winter tyres. All proceeds go to the Guide Dogs For The Blind charity.









Some threads on running a GTE with eGolf alloys: https://www.speakev.com/threads/serron-18-inch-vs-astana-16-inch-wheels.17095/ and https://www.speakev.com/threads/winter-boots.129752/#post-2412756

PS. I found them to give the GTE a significantly smoother and quieter ride. The Serron alloys look better, but I've always been one to plough a lonely fashion furrow.",7.0,1,1966
104,e-Golf pre-heat,84233,"Oct 21, 2019","HI all, 

We've had our new e-Golf for 4 days now. SO far we love it! Only thing letting us down at the moment is ChargedEV who are proving slow in supplying our 7kW charger. 
Anyway, I'm trying to get to grips with the e-manger and set the car up to pre-heat. 
So i set the car to be charged for a departure at 9am and have set the ""home"" charging location to also heat the car to 26C. However, every time we get in the car it is still cold. 

Is there anything else I need to look at? 

I was sat in the car tonight with it plugged in while messing with the settings and it was getting cold so I set the climate control to ""on"" and turned the temp up but the vents continued to blow cold air? Do these work differently to the pre--set temp's in the e-manager settings? E.g. does the climate control only provide heat when the car is in use? 

Thanks
Rob",3.0,0,2481
105,VW ID.R Nordschleife Full Lap 6:05,416,"Jun 14, 2019","VW ID.R set an EV record for the Nordschliefe. 6:05 is one of the fastest lap times ever. Only a one car has a faster time -- Porsche 919 Hybrid. 


Compared to special road legal cars...
Porsche 918 is 6:57 - 
BMW M4 GTS (500PS, very limited edition) 7:27








Electric to the max: 56 pages on the ID. R and the electro-mobility strategy from Volkswagen",4.0,0,1436
106,VW To Invest €1 Billion In Emden Site To Produce MEB-Based BEVs,79708,"Sep 2, 2019","As Reported by Insideevs - Volkswagen has decided to transform its Emden site into an EV plant with the First BEV model expected in 2021/2022.

Volkswagen has confirmed a €1 billion investment in the Emden location, which will be heavily modernized and get new halls to produce all-electric cars based on MEB-platform.

The site is expected to start BEV production in late 2021, but it's not yet known which ID. model(s) will be produced there.

The Zwickau (also in Germany) plant is set for ID.3 and probably also I.D. CROZZ, while I.D. BUZZ is expected in Hanover.

Since Emden is engaged in Passat Variant, Passat Limousine and Arteon production, the rational choice might be an all-electric I.D. VIZZION.

Looks like they are going all out for this......",0.0,3,742
107,VW confirms new logo debut at Frankfurt Motor Show with the ID.3,35809,"Aug 28, 2019","“The IAA in Frankfurt will be a pivotal moment in the strategic reorientation of the Volkswagen brand,” Ralf Brandstätter, COO of the VW brand, commented. “The results of our work will become visible with the ID.3 and the new brand design.”
With the updated logo, which will feature a more minimalistic, 2D “bolder and more colourful” design, Volkswagen is also introducing a new motto – “New Volkswagen.” It will be used in corporate presentations and customer contracts, and should create “a new 360° customer experience that is modern and fascinating throughout the world and across all channels.”

https://uk.motor1.com/news/366722/vw-new-logo-debut-frankfurt/",0.0,0,801
108,VW Golf GTE - Bluetooth PIN Pop up,83464,"Aug 16, 2019","So I've had my Golf GTE for about 3-4 weeks now absolutely love the car, got a charger at my local sainsburys so keep it topped up.

Problem - Since buying the car as soon as I switch it on and it connects to my phone the screen pops up with a PIN request, if i ignore it, it continues to connect to my phone and plays audio all features work perfectly fine. But if i enter a pin no matter how many i try including the default 00000 it never works and says connection is cancelled but then continues to work with my device anyway. 

Question - I wondered if there's any way to stop the PIN request from popping up? It only does it once when i start the car but its everytime i start the car and when i just click return to ignore it all bluetooth functionality continues to work as normal anyway.",2.0,0,1758
109,Volkswagen to provide Ford with MEB platforms from 2023,79222,"Jul 12, 2019","Ford volume EVs to be released from 2023, using VW MEB platform. 









Confirmed: Ford to share Volkswagen’s MEB platform for at least one electric car by 2023 | Autocar


Volkswagen to invest in Ford-backed autonomous tech firm in exchange for use of modular EV platform in global alliance




www.autocar.co.uk



",0.0,0,1009
110,Car-net app errors,4349,"Jun 4, 2019","Over the last few days, Car-net has being a royal pain.
Started with inability to login on iOS app; wrong password it states, even though it wasn’t. But using same credentials it would login on website.
Then no vehicle assigned, but it was.
Then all appears ok for 24 hours. Today car was in for free health check; no work done or plugged in to diagnostic equipment.
Return home, charged up, all appears ok; but upon checking app, yellow error beside plug symbol.
Upon clicking on alert, check SOC, alongside a greyed out battery level.
Any suggestions; as Car-net has for me, been great for last 12-18 months without too much hassles, unlike first 12 months when it was very problematic.
Tried submitting troubleshooting to feedback email, but last time I did this; answer was pretty useless!",14.0,0,8573
111,Dumas sets new Goodwood FoS Hillclimb record in ID.R,79222,"Jul 5, 2019","41.18s vs Heidfelds 41.6s

It's only Friday & he thinks he can go quicker!",2.0,1,823
112,Electric Revolution event,4218,"Jun 25, 2019","VAG dealer network Vindis hosted an event about EVs, primarily with a focus on business and leasing. You can see the slides here: Electric Revolution | Vindis Group

There’s quite is variety of interesting topics.",0.0,2,840
113,Car Net Maintenance 10/6/19 - 14/6/19,80642,"Jun 12, 2019","Was having some problems adding my Golf GTE to and found out that the Android 9 hotspot doesn't allow the car to communicate via WLAN for registration. Opened a customer care ticket and eventually got it resolved. As a final notice they sent me this:



We are glad to know that you are now able to use the Car-Net services.

However, we would like to kindly inform you, that from 10.06.2019 till 14.06.2019 maintenance work is planned on the IT system.

Intermittent service downtimes may be expected during maintenance work. The reason for this maintenance work is a major deployment of new features.

Click to expand...

Thought I'd let you all know in case you have any problems doing remote functions.",2.0,4,1233
114,Contradicting Range Figures,80866,"Jun 8, 2019","Forgive me if this is a stupid question, but having only purchased a used Golf GTE last week, it's been a very steep learning curve over the last few days.

I've noticed that when I turn the car off and take the key out of the ignition, I get contradictory information about the remaining range in the battery. The infotainment screen always seems to say that there's less range in the battery than the screen between the dials.














So as we can see in these images, one says 15 miles, whilst the other says 25 miles.

Does anybody know why there's a difference?",5.0,0,1315
115,Portable EVSE (Granny Cable) failed,7693,"May 22, 2019","The granny cable for my GTE seems to have failed. It will not charge car anymore and usually ends up with all green lights but the car with an orange led on. The car charges fine on home charger.

I'm told this is a common problem on the early VW EV. Mine is MY15.

Before i replace it I was hoping to have a look inside to see if ti can be fixed. Has any opened one ? How ?
Is there a service manual for the EVSE anywhere ?

Has anyone had any luck getting one fixed ?",5.0,0,1372
116,Why VW ID??,70816,"May 15, 2019","Any clue why ID for a new family of vehicles? Identity? id as in psyche? id as in UK mobile phone company? Does ID have a subtle meaning for the young?
Seems as daft as iPace from Jaguar!!",6.0,0,1771
117,Rolec Wallpod and a kwh meter,30697,"Jul 14, 2017",Having a Rolec Wallpod installed by Charged EV. I'd like a DIN rail kwh meter installed either in the fusebox or ideally in the Wallpod itself if this is possible. Can someone with the knowledge point me in the right direction to buy the correct meter prior to the install. A url link would much appreciated.,9.0,0,4324
118,VW to build battery cells,416,"May 14, 2019","VW are entering battery production. Initial investment is substantial although not close to Gigafactory.


Investments of just under one billion euros planned to set up battery cell production facility with partner in Lower Saxony


Supervisory Board and Board of Management take important decisions for future of Volkswagen Group


A bit more in the FT but behind a paywall....

Subscribe to read | Financial Times",13.0,1,1343
119,Type 2 charger problem.,79142,"May 11, 2019","So picked up my first ever EV today. A used VW E-Up! The granny charger and CSS seem to work perfectly but the type 2 just won’t connect. Almost as if it’s not locking in place properly. The handle keeps twitching when I insert the charger. Always end up with a no charge or red light. Any ideas?


Sent from my iPhone using Tapatalk",2.0,0,1215
120,VW servicing and repair costs,4049,"Apr 25, 2019","What experience does anyone have on repair and servicing costs on VW ev's? I have heard it said that they are wonderfully cheap to run, but when something goes wrong, the costs can be horrendous. For example, a replacement portable charging lead for my e-UP costs £800. My e-UP is currently with VW, who are investigating an error message, and I'm dreading the repair cost.",4.0,0,1521
121,"Volkswagen ID, possibly here in UK sooner than expected.",5863,"Nov 26, 2018","Visited my local Volkswagen dealer today for an update about the new ID. The dealership stated that they had made a “request for a demo car” to arrive in the showroom next March 2019. I asked if this would be a pre production model but they were none too sure, they said that they had indications that customers would possibly be able to order the car from March onwards and that the ordering process might be “on line”. I also learnt that there had been an ID in the UK last week for Volkswagen dealers to have a private look at, the dealer stated that the car they had seen had not been a pre production model but the concept version. So, trying to figure this out for myself leads me to believe that the car might possibly be launched at the Geneva Show. Has anyone else heard any more news ?",39.0,5,6685
122,ID Roomzz revealed,1016,"Apr 14, 2019","Looks much better than the awful name....

VW Reveals I.D. Roomzz Electric SUV Concept With 280-Mile Range",24.0,0,2809
123,Road trip to Europe,23249,"Oct 24, 2017","Recently been on a road trip to Holland and Germany and have to say the GTE was an excellent long distance car, with the ACC especially brilliant. The AID also came into its own in Europe with the ability to switch it to KPH. Combined with the built in Discover Nav (which worked very well) it was great and meant that I had live speed limit updates, especially useful in Holland and Germany where motorway speed limits vary and fluctuate. It even pops up with all the speed limits every time you enter a country, see picture.

Charging also worked really well. I have a New Motion RFID card as they have won the contract for the new public chargers in the Go Ultra Low scheme in Oxford. In Holland they have integrated all companies (who recharge each other) so I was able to use it everywhere - with 28 spaces (28 type 2 charging points) within 800m of where I was staying - they are everywhere and often 22kWh (which is of course useless to me but great for BEVs). Worked in Germany too but fewer chargers around- not sure if they have the same system as Holland but lucky there was a New Motion charger 1km from my hotel. Also managed to charge at Folkestone on the way out and nearly filled the battery as there were delays. Kept checking if BEVs needed the space but there was always one free- there are 4 Charge Your Car spaces and 4 Tesla superchargers (see pic)













",19.0,1,2988
124,The good news: Polo-sized ID coming. The bad news: Not till 2023!,1016,"Mar 27, 2019",Volkswagen Polo-sized electric car to front ID. range,0.0,5,1007
125,Volkswagen ID...pre order coming soon.,5863,"Feb 11, 2019","Just received an e mail today from VW GB about the forthcoming electric ID.

Two interesting things contained within this marketing e mail, there will be new VW UK ID website “hub” within the next few weeks with further details about the new ID, plus “an exciting opportunity to pre order...coming soon”.

Well, this sounds promising !. Pre order,coming soon. Did’nt expect to hear that news.

Spent today looking at ICE cars at my nearest Mercedes dealer so with this news of a possibilty to pre order the ID makes me think I might wait a few more weeks before going back to ICE....

Has anyone else any more news ?. With the Geneva motor show coming up shortly I wonder if the ID might be launched at that show rather than later in the year at the September Frankfurt show. One other bit of news that I found out today is that a small number of pre production ID cars have already been built at Wolfsburg for evaluation.",50.0,2,6638
126,Emergency Use Only?,76608,"Mar 1, 2019","As a soon to be Passat GTE owner (next week) I am a bit confused by two websites about recharging. The thoughts of experienced owners would be much appreciated. The sites have differing and somewhat conflicting comments about the use of domestic power supply.

One from VW marketing the car says:

The benefit of AC (alternating current) is that it’s what standard UK plug sockets use, so everywhere has it. It’s the most common method of vehicle charging.

It doesn’t take long to charge up your Passat GTE saloon from home. You can get 100% charge in just 4 hours 15 minutes using your standard 3 pin plug socket. So while you’re getting your 8 hours sleep, your car’s recharging too - just in half the time.

The other one from EVBox which is marketing their EV Box says:

Regular electricity outlet 2.3 kW 4h15m This charging method is intended for emergencies only. 

EVBox 1-Phase, 16A 3.7 kW 2h40m This charging station is the best fit for this car! 

Is the second website trying to scare me out of using my domestic supply? Longer term I am interested in installing an EV box but would like to adjust to the PHEV experience first and to use public boxes for rapid charging to start with.",4.0,0,1568
127,New Seat El-Born previews the new VW ID,5863,"Mar 1, 2019","Both Autocar and Autoexpress have news today about the new Seat electric car concept which is based on the VW MEB platform. Evidently the Seat is 95% production ready. The car looks basically similar to the new VW ID but with different bumpers and wheel trims. Both the Seat and the ID will be made at the same factory. So I think this Seat concept is previewing the ID design,possibly the interior and dash design which both models might share.

The Seat concept interior would possibly not be bespoke so is more or less how the VW ID interior could look, I think. With the upcoming Geneva Motor Show hopefully we might hear some news about the VW ID over the coming week.

Historically Seat prices have undercut VW so it might be interesting to see how the price pan’s out for this new Seat compared to the ID.

Maybe the Seat is planned to be the more “sporty” version.....",2.0,3,1488
128,VW ID hatchback : Journalist test drives,1154,"Dec 14, 2018","Journalists are currently test driving the ID hatchback in South Africa. Should know more next week when the embargo is lifted.


















Theo Calitz on Twitter",315.0,5,25203
129,VW Combi T6 van - E version,35809,"Feb 22, 2019","VW Combi van gets a facelift – also in electric version - electrive.com

Quote
As an electric version, the updated Bulli has an electric motor with 82 kW and two battery options (38.8 and 77.6 kWh), whereby the largest battery should enable ranges of more than 400 km to the NEDC. Further details on the EV are not yet available.",7.0,2,1338
130,E-crafter,70552,"Feb 6, 2019",Tesla Bjorn is currently posting videos about his test(s) of the e-crafter. I can't wait for the banana box test,4.0,3,1022
131,Keep an eye out for dead lines on infotainment,39865,"Feb 11, 2019","Hi All,

Just wanted to raise awareness that there might be a common fault of vertical line(s) of dead pixels on the infotainment screen. It easily goes unnoticed, in my case I only noticed it when using Waze via my phone.

My e-golf was only 8 months old when I noticed it and when I mentioned it to a colleague who has a 1 year old Golf R it turned out that he had two rows of dead pixels which had gone unnoticed until I mentioned it to him and he tested it. I also found a few Google results that mention it.

VW replaced mine without any fuss. It took a couple of weeks to order a replacement part but the job itself was done within a couple of hours. I dropped it off at 8 and I think they called me at 11AM to say it was ready for collection.

I will certainly be keeping an eye on it to see if it happens again.",0.0,3,1409
132,Volkswagen's big EV push,334,"Jan 25, 2019","Anyone noticed VW's recent big push for all things EV. 

I have noticed alot of recent advertisements. TV and online. 

My mate works for a VW dealership (fairly large one) they have recently had a few demos in and large signage up in the showroom with a demo charging unit. A couple of type 2 chargers installed in the carpark. 

I wonder if VW hq are pushing this on them in recent times?

People coming up to me in work saying ""have you seen the new electric Golf?"" uhhh? It's been out for 4 years my reply is lol. 

Seen alot of Facebook posts from other VW dealerships pushing the E-Golf recently. 

What's happening guys? I think it looks like VW are finally pulling their finger out and making a decent effort to sell them this time around.",45.0,0,4556
133,Polo PHEV -debate,3237,"Jan 25, 2019","Take the passat larger battery ( larger than golf ) 
put it in a polo with a 3cyl 1.0 TSI, no gte button. 
( no CCS but a 7kw on board charger ) 

Is there a market for it ? ( what other polo sized PHEV is there ? )

Perhaps circa ""up to "" 40-45 miles EV range in marketing blurb ?",2.0,0,1076
134,"Leaf 3. ""e+"" model vs ID/NEO",3237,"Jan 9, 2019","So .... order the Leaf in the UK in May this year, get in late summer for the 3+ 62kw ... or order no idea, get no idea for the eGolf replacement ...
If the Leaf was CCS it'd probably be a no brainer ....

Otherwise I don't think there's a lot in it, is there ? both aimed at the same market, same size ? will have the same price cost cost for range expectations ( ""up to"" 280miles ? )",19.0,0,2300
135,Latest 2018 Map update ?,4349,"May 30, 2018","After applying the latest 2018 map update onto my Nav Pro last week through the DiscoverCare app; I am still not seeing any changes to the A90, Forth crossing; formally was the Forth Road Bridge, now the Queensferry Crossing. 
Given the Queensferry Crossing has been opened since August 2017; I was hopeful that the latest update would show it up. Saves driving with the fish!
I wonder how long major roads/changes take to be updated, as there doesn’t appear to have any form of feedback option regards errors. Not the best for having built in Nav, agh!
Wondering if any other VW owners that live/work in this area could comment upon what they get on their Nav or Nav Pro; especially if they’ve carried out the latest map updates?",15.0,0,2021
136,Car-Net Portal Update,53273,"Nov 19, 2018","I just connected to the Car-Net Portal - ie the website and not the app and got a pop up stating that it would have limited functionality from 26/11 as it was being updated. It suggested that using the app would be an alternative during that time.

Now I am wondering what is going to happen? Well I can start a list:

Improved performance
Improved reliability
And I guess that we all want...improved functionality.
Suggestions for new functionality?

Open rear tailgate remotely
Some better charts, more adjustable chart configurations
Easier access to create a dashboard - turn on/off features in one configurable place
Charging rates displayed
",8.0,0,2289
