,Comment_id,Post_id,Author,Date,Comment_Content,Net_Likes,Reply_id
140,3326647,-1,107271,"Oct 13, 2022","Thanks All

Fiat website didn't say anything but there are quite a few sites saying fiat are trialing V2G so wasn't sure thus the question to see if anyone had asked 

I do have a Enyaq which is meant to get it, well the big battery version is and sods law I have the smaller battery",0,None
141,3326941,-1,102102,"Oct 14, 2022","

DreadorUK said:



Thanks All

Fiat website didn't say anything but there are quite a few sites saying fiat are trialing V2G so wasn't sure thus the question to see if anyone had asked

I do have a Enyaq which is meant to get it, well the big battery version is and sods law I have the smaller battery

Click to expand...

MEB platform (iD3/4/5, Enyaq, Q4) is physically capable of V2G but the holdup is that VW cannot figure out how THEY can profit from it. VW want millions of grid-connected BEVs to act like a power station whereby VW can sell power to the grid at peak times.

They seem to have lost track of who owns these cars.",1,3326647
142,3437221,-1,103937,"May 20, 2023","

Stinsy said:



MEB platform (iD3/4/5, Enyaq, Q4) is physically capable of V2G but the holdup is that VW cannot figure out how THEY can profit from it. VW want millions of grid-connected BEVs to act like a power station whereby VW can sell power to the grid at peak times.

They seem to have lost track of who owns these cars.

Click to expand...

Enyaq iV 80 with the latest software has an option in the menu for bi- directional charging. Has info also on the screen on the no. of cycles and power limits allowed.",0,3326941
143,3437223,-1,102102,"May 20, 2023","

Joe1303L said:



Enyaq iV 80 with the latest software has an option in the menu for bi- directional charging. Has info also on the screen on the no. of cycles and power limits allowed.

Click to expand...

Yep all MEB cars with the latest software have this.",0,3437221
144,3437225,-1,103937,"May 20, 2023","

Stinsy said:



Yep all MEB cars with the latest software have this.

Click to expand...

Any word on a compatible wallbox to make this work ? I presume it would use CCS.",0,3437223
145,3437237,-1,102102,"May 20, 2023","

Joe1303L said:



Any word on a compatible wallbox to make this work ? I presume it would use CCS.

Click to expand...

Nope. As I say the delay is VW trying to figure out how THEY can profit from this. They want to sell the fleet of V2G BEVs as if they were a power station to support the grid at peak times. They seem to have forgotten who owns the cars! 

For me CCS have gone down the wrong road saying you have to strap the inverter to the front of your house. They should’ve put the inverter in the car then any charing point could be 2-way. Many BEV manufacturers have ignored the official standard and use the Type-2 port for V2L, I wonder if/when a manufacturer will do the same with V2G?

Don’t forget the ChaDeMo V2G trials have gone on so long that ChaDeMo is obsolete before they got around to rolling it out…",0,3437225
146,3437028,4,98903,"May 19, 2023",I think you might struggle. The seats do not fold flat for a start. I will be able to measure it later.,1,None
147,3437035,4,79216,"May 19, 2023","

NigelinCumbria said:



Odd question, but this feels like the best place to ask it. How long (front to back) is the boot space in a 500 with the rear seats down?

In particular, could I fit a full length (1.5m in its case) portable keyboard in it? It's a bit hefty to carry to a dealer for a fit test. 😀

Thanks in advance for any insight.

Click to expand...

Pretty tight squeeze. Depends how wide the keyboard is. I have measured with front passenger seat fully forward and tilted forward and get just over 1.5m on the diagonal nearside front to offside back. Hope this helps.",2,None
148,3437080,4,101780,"May 19, 2023","Thanks both for the help/ offer of help. I can't say I'm surprised, so sadly (as my wife really likes the 500) we will have to cross that off the list of potential replacements for her Micra.",0,None
149,3437084,4,107349,"May 19, 2023","

NigelinCumbria said:



Thanks both for the help/ offer of help. I can't say I'm surprised, so sadly (as my wife really likes the 500) we will have to cross that off the list of potential replacements for her Micra.

Click to expand...

You might want to look at the Ora Funky Cat - it has similar rounded styling to the 500 and Micra, and a significantly larger boot than the 500, still in a compact package. It's a lot more expensive than expected however. There aren't many small EVs - just the 500, Honda E, Corsa, 208, Mini, Funky Cat, and in a couple of months the BYD Dolphin. Of those, the Honda, 500, and Mini are probably too small, and also the best looking cars. Good luck squaring that circle!",0,3437080
150,3437087,4,101780,"May 19, 2023","

Rbrian said:



Good luck squaring that circle!

Click to expand...

🤣🤣🤣

I was thinking the Funky Cat looked useful...wonder if the price will drop a bit after the launch fuss is over. EV prices are a minefield at present.",0,3437084
151,3413845,5,101047,"Apr 3, 2023","

Electric_Rob said:



We’re thinking of replacing my wife’s 2011 toyota verso S with an EV as it should suit her low mileage (circa 3k per year). We’re thinking of the fiat 500 electric as the icon 42kWh versions are currently circa £20k used for a 2022 model low mileage (<10k miles).

I thought I’d ask opinions on it and if it’s a good choice.

Click to expand...

They are now in the £18s….look good compared to a new one, just take the claimed range with a pinch of salt….",1,None
152,3413892,5,97879,"Apr 3, 2023","If only 3k miles per year, would a cheaper 24kwh one do?
That mileage suggests short commutes.",1,None
153,3413917,5,92652,"Apr 3, 2023",Make sure you have a drive in a Mini Cooper SE to compare.,0,None
154,3413951,5,119776,"Apr 3, 2023","My sister drove a Renault Zoe for a year with Onto and recently leased a Fiat 500e. She drives mostly alone and says it’s perfect. It’s got 199 miles range which is perfect for around town and a quick trip from London to Brighton.

I’m 6 ft 3 and couldn’t fit in the petrol version as my head kept touching the ceiling. I’m truly surprised with the electric version, even with the seat adjusted high I still had headroom and it was spacey for my long legs.

She charges once a week as she only covers town driving and it costs her £8 with the Elli card/app. Electroverse is good too.

The only drawback with the action and icon models is the halogen headlights (yellow not white led). The LED headlights is on the Prima version and that’s a lot more costly, still covers 199 miles and it’s got a more plush interior.",0,None
155,3413958,5,93528,"Apr 3, 2023","

Cheshirecat said:



They are now in the £18s….look good compared to a new one, just take the claimed range with a pinch of salt….

Click to expand...

I’ve had a look on auto trader and there seem to be a few between £18k and £20k. claimed manufacturer range of EVs is like their claimed mpg - just reduce it to 60-80%!


CHERYLWARD said:



If only 3k miles per year, would a cheaper 24kwh one do?
That mileage suggests short commutes.

Click to expand...

her commute is 8 miles each way 3 times a week. We do the majority of our mileage in my Prius hence hers is so low. I’d like the extra range of the 42kW for the odd longer trips (circa 100 miles return) and also because I can see us using it more as it would be a good sized car for local trips. 


e208 said:



My sister drove a Renault Zoe for a year with Onto and recently leased a Fiat 500e. She drives mostly alone and says it’s perfect. It’s got 199 miles range which is perfect for around town and a quick trip from London to Brighton.

I’m 6 ft 3 and couldn’t fit in the petrol version as my head kept touching the ceiling. I’m truly surprised with the electric version, even with the seat adjusted high I still had headroom and it was spacey for my long legs.

She charges once a week as she only covers town driving and it costs her £8 with the Elli card/app. Electroverse is good too.

The only drawback with the action and icon models is the halogen headlights (yellow not white led). The LED headlights is on the Prima version and that’s a lot more costly, still covers 199 miles and it’s got a more plush interior.

Click to expand...

The MiL has a Zoe and likes it. That’s another we could think of.

the 500 sounds good. I’m 5ft 11 so good to know I should fit in nicely. i have look ed at the prims versions. There are a few nice extras (reversing camera, auto fullbeam, interior, LED lights) but it will likely be an icon version we will go with as slightly cheaper.",0,3413845
156,3413960,5,93528,"Apr 3, 2023","

Mini said:



Make sure you have a drive in a Mini Cooper SE to compare.

Click to expand...

I will do a bit of research on it. I had a couple of original minis years back so have a liking of them. The fiat 500 brings back some memories of the minis due to its retro looks and size.",1,3413917
157,3414008,5,5281,"Apr 4, 2023",e-up? Similar size and probably cheaper,0,None
158,3414049,5,92652,"Apr 4, 2023","

Electric_Rob said:



I will do a bit of research on it. I had a couple of original minis years back so have a liking of them. The fiat 500 brings back some memories of the minis due to its retro looks and size.

Click to expand...

I've had my Mini SE two years now and smiles per mile it's brilliant.

It will genuinely do 140 miles plus, I've done it.",0,3413960
159,3414210,5,7126,"Apr 4, 2023","

Mini said:



I've had my Mini SE two years now and smiles per mile it's brilliant.

It will genuinely do 140 miles plus, I've done it.

Click to expand...

The next one will be even better. 54kwh battery or 40kwh. Bigger cabin. Design looks good. Smooth off. The last Gen ICE MINIs looked over styled.",0,3414049
160,3414322,5,102460,"Apr 4, 2023","Yes I drive one 42kwh version (My wife's car). Fits me a hefty 6ft 4ins. 160m range with ease. Today I got two dining room chairs in the back down to the dump. Lots of room. First EV? Yeah a good contender but do drive a Corsa-e as well. I also have a Mokka-e which on paper looks similar. It isn't. The Mokka makes a comfy Cruiser but the 500e is a good city car.
I agree about the headlights. Standard ones are insufficient you need the LED version.",0,None
161,3414485,5,92652,"Apr 4, 2023","

MarkyM said:



The next one will be even better. 54kwh battery or 40kwh. Bigger cabin. Design looks good. Smooth off. The last Gen ICE MINIs looked over styled.

Click to expand...

It's plug ugly though and the rear is awful. I won't be changing mine anytime soon!",0,3414210
162,3421140,5,121248,"Apr 18, 2023","I have just purchased a 71 plate 500e and wondered if there was an app that allows you to control charging from your phone.
First post so sorry if it is a bit naive",0,None
163,3421141,5,102460,"Apr 18, 2023",Yes there is. Just search for Fiat car in the app store (android) no idea about ios.,0,None
164,3421261,5,121248,"Apr 18, 2023","Thanks, I’ve downloaded uconnect live but I cant connect with the vehicle.
might have to search YouTube",0,None
165,3421280,5,102460,"Apr 18, 2023",You need the app just called Fiat as well as unconnect.,0,None
166,3421295,5,98903,"Apr 18, 2023","When you get the car from new, the dealer sets you up an account with Fiat, so that you can access the app etc. Essentially associating your car with your email address. I'm not sure what happens on a used car, but when owners have had issues with the dealer not setting them up correctly, fiat customer services have resolved it.",0,None
167,3421770,5,121248,"Apr 19, 2023","

LaserTam said:



When you get the car from new, the dealer sets you up an account with Fiat, so that you can access the app etc. Essentially associating your car with your email address. I'm not sure what happens on a used car, but when owners have had issues with the dealer not setting them up correctly, fiat customer services have resolved it.

Click to expand...

Thanks LaserTam and Ethanedwards, I’ll give those suggestions a go",0,3421295
168,3401357,-1,100136,"Mar 10, 2023","Screenwash...
I usually use Preston, the yellow one which I dilute.
It really will look like an old man's dribbles whereas my Mokka looked like a horse taking a leak.
Long story short, I was recommended to use rainX screenwash, now I get smears.
Back to Prestone I guess.
Incidentally I dilute it with water saved from a dehumidifier so it's much better than tap water which I find can cause issues if it's hard water.

Crap at the bottom of the hatch seems to be a thing with modern cars, same problem on my last three cars which is a bit of a pain.

Wiper blades need to be the right size/shape/type for the vehicle but might give, my Mokka had a small spot that was being missed for a period of time but the blade seemed to give a bit with use and all was good. You could buy some better quality blades if the problem persists. Bosch make some decent blades but I'd not worry yet.

Gaz",2,None
169,3401363,-1,120026,"Mar 10, 2023","

Peirpoint said:



Screenwash...
I usually use Preston, the yellow one which I dilute.
It really will look like an old man's dribbles whereas my Mokka looked like a horse taking a leak.
Long story short, I was recommended to use rainX screenwash, now I get smears.
Back to Prestone I guess.
Incidentally I dilute it with water saved from a dehumidifier so it's much better than tap water which I find can cause issues if it's hard water.

Crap at the bottom of the hatch seems to be a thing with modern cars, same problem on my last three cars which is a bit of a pain.

Wiper blades need to be the right size/shape/type for the vehicle but might give, my Mokka had a small spot that was being missed for a period of time but the blade seemed to give a bit with use and all was good. You could buy some better quality blades if the problem persists. Bosch make some decent blades but I'd not worry yet.

Gaz

Click to expand...

Thanks! I currently have the rainx inside and it’s the worst one yet full window smear and sun glare for like 5 minutes I literally popped the Prestone one (although think it’s blue) in my Amazon basket to get next week as it’s got the best reviews online so far but fear I’m just looking for the illusive unicorn… 
my left wiper doesnt ever cover the top left so the blade isn’t the issue they have been ok up to now it just misses a good 30cm square section of the top right and the windows are not very big to begin with to have all that not covered …. Roll on spring summer and autumn …. Thank you for your suggestions and nice to know other makes and models have the illusive ‘dribble’ too!",2,3401357
170,3401366,-1,107349,"Mar 10, 2023","Wipers wipe in an arc, which is a quarter or so of a circle. The windscreen is square. A circle doesn't fit perfectly on a square. There will always be a bit the wiper doesn't reach, on almost every car ever made - certainly every one I've driven in the past 25 years, which is quite a few. You just have to get used to it. It would be possible (for the manufacturer, not you) to move the hinge of the left wiper to the bottom left of the windscreen, and have it wipe the other way, so there would only be a tiny bit behind the mirror which isn't wiped - but this would mean the wipers would risk colliding, so nobody makes cars like that.",0,None
171,3401451,-1,100440,"Mar 11, 2023","

Rbrian said:



Wipers wipe in an arc, which is a quarter or so of a circle. The windscreen is square. A circle doesn't fit perfectly on a square. There will always be a bit the wiper doesn't reach, on almost every car ever made - certainly every one I've driven in the past 25 years, which is quite a few. You just have to get used to it. It would be possible (for the manufacturer, not you) to move the hinge of the left wiper to the bottom left of the windscreen, and have it wipe the other way, so there would only be a tiny bit behind the mirror which isn't wiped - but this would mean the wipers would risk colliding, so nobody makes cars like that.

Click to expand...

Our Renault had wipers like that. It was about the only good feature of the car!",2,3401366
172,3401536,-1,120026,"Mar 11, 2023","

Rbrian said:



Wipers wipe in an arc, which is a quarter or so of a circle. The windscreen is square. A circle doesn't fit perfectly on a square. There will always be a bit the wiper doesn't reach, on almost every car ever made - certainly every one I've driven in the past 25 years, which is quite a few. You just have to get used to it. It would be possible (for the manufacturer, not you) to move the hinge of the left wiper to the bottom left of the windscreen, and have it wipe the other way, so there would only be a tiny bit behind the mirror which isn't wiped - but this would mean the wipers would risk colliding, so nobody makes cars like that.

Click to expand...

I know all wipers are that way that’s not my issue or niggle it’s that one side like I said is about 30cm square missing the other side is just a small slither that doesn’t really come into my field of vision the other side affects say the height of a pedestrian standing on the pavement or a street sign or often traffic signals its a big difference in the two, I’ll see if I can get a photo after this flu has cleared up to help you understand a little easier",0,3401366
173,3401540,-1,120026,"Mar 11, 2023","

Lealea4435 said:



I know all wipers are that way that’s not my issue or niggle it’s that one side like I said is about 30cm square missing the other side is just a small slither that doesn’t really come into my field of vision the other side affects say the height of a pedestrian standing on the pavement or a street sign or often traffic signals its a big difference in the two, I’ll see if I can get a photo after this flu has cleared up to help you understand a little easier

Click to expand...

Have to note thou I have seen wipers that wipe ‘outwards’ and basically push the water down to the bonnet and back out to the sides of the windows this would be perfect for my car as the side pushing literally cleared the screens including much of the top corner … havent seen wipers like that in about 10+ years but I can’t say I’ve looked closely enough
i know i just described any old wiper haha 😆 I mean ones instead of swiping at the same time one hits the side as the other hits the bonnet almost opposite action I know what I mean anyway haha I’ve seen them",0,3401536
174,3401598,-1,55641,"Mar 11, 2023","Have you seen the wipers on the VW ID3? They wipe from the centre outwards in both directions. I thought that I would go cross-eyed watching them but, like everything else, I didn't notice it at all after a few days. Wipes the whole screen apart from the bit behind the mirror and sensors lump.",1,None
175,3401604,-1,120026,"Mar 11, 2023","

TomH said:



Have you seen the wipers on the VW ID3? They wipe from the centre outwards in both directions. I thought that I would go cross-eyed watching them but, like everything else, I didn't notice it at all after a few days. Wipes the whole screen apart from the bit behind the mirror and sensors lump.

Click to expand...

That’s what I was trying to describe lol 😂 they would be perfect on my super small windscreen as the centre has a massive plastic part that holds the rear view mirror so if Fiat put those wipers on it would have been a perfect solution for it!",0,3401598
176,3398732,-1,96270,"Mar 6, 2023","

EV-Travellers said:



8000 miles. 10 countries. 192 photo spots. All electrical with the Fiat 500e.

Click to expand...

I'm very envious. And it's a vegan tour too! Too bad you're not stopping in London, plenty of good food opportunities here 🌱",0,None
177,3398734,-1,119866,"Mar 6, 2023","Haha - I know Alnair, I am from the UK (New Forest).
I just LOVE the vegan options in the UK and I miss it every single day here in my exile... Sunny but not (yet) vegan-friendly Italy.
This time no London for us.
Last year we took the ferry from Calais to Dover, but this time from the Netherlands to Newcastle, so we will be already up North in England.

I am curious how I will survive on the Scottish Isles and in the Highlands. Last time I had been there I was still a vegetarian and it was ok ish.
But as a vegan?!?
I will report in my travel journey.
It is with live tracking, so you can watch me starving almost live :-D

Joana

EV PHOTO TOUR 2023 | FindPenguins",0,None
178,3398746,-1,96270,"Mar 6, 2023","I'm sure you'll be perfectly fine 😆 
I went vegan while living in Italy, more specifically in Emilia Romagna, where meat is king 😭 - and I've hitchhiked through all of south-eastern Europe, which is not the most vegan-friendly part of the world... no doubts you'll cope in Scotland (where I'm also headed this summer!)",0,None
179,3398751,-1,74132,"Mar 6, 2023","I’ve just got a 500e so wondering how you’ll fit everything in. Presumably you’re two up. Do you permanently fold the back seat down, or is it possible to remove it entirely?",0,None
180,3398758,-1,119866,"Mar 6, 2023","

Alnair said:



no doubts you'll cope in Scotland (where I'm also headed this summer!)

Click to expand...

If you see a Fiat 500e with Italian licence plate this summer in Scotland - please stopy by and say hi!",1,3398746
181,3398763,-1,119866,"Mar 6, 2023","

E7EV said:



I’ve just got a 500e so wondering how you’ll fit everything in. Presumably you’re two up. Do you permanently fold the back seat down, or is it possible to remove it entirely?

Click to expand...

Indeed we removed the back of the back seat permanently. Only two screws and you are done and you can undo it anytime. You cannot remove the seat itself unfortunately.

Soon I am going to post some photos (or a video, don't know yet) in my travel journey how to organise the space in a 500e.
I have a convertible - that is even a bigger challenge since the door of the boot is very small.

Last year we were on the road for a month and it worked very nicely. And the amount of luggage is the same - one month or five months. We will do the laundry in between of course.
Since we are two photographers - the photo equipment will take a lot of space.
But it is not really a big issue.
I saw posts with people sleeping in their 500 (not convertible though)!",2,3398751
182,3398764,-1,74132,"Mar 6, 2023","

EV-Travellers said:



I saw posts with people sleeping in their 500 (not convertible though)!

Click to expand...

I have done some car camping myself (NC 500 with a Tesla Model S and Wales with a Model 3). I’d love to see how it’s possible with a 500e. Maybe I’d try the NC500 again!",0,3398763
183,3398773,-1,119866,"Mar 6, 2023","

E7EV said:



I have done some car camping myself (NC 500 with a Tesla Model S and Wales with a Model 3). I’d love to see how it’s possible with a 500e. Maybe I’d try the NC500 again!

Click to expand...

Microcamping in a 500 is possible!
Just one example:








Woman converts pink Fiat 500 into 'world's smallest camper van'


When Hannah Hughes realised she didn't have the money to spend on converting a van into a campervan, she got creative




www.walesonline.co.uk





Enjoy the NC500 - if this summer - and same as to Alnair - look out for us, you cannot miss a Fiat 500e with an Italian licence plate. 
Would be lovely to meet.",2,3398764
184,3398778,-1,74132,"Mar 6, 2023","

EV-Travellers said:



you cannot miss a Fiat 500e with an Italian licence plate.

Click to expand...

…overtaking on a bend! ",1,3398773
185,3398779,-1,119866,"Mar 6, 2023","

E7EV said:



…overtaking on a bend! 

Click to expand...

",0,3398778
186,3399106,-1,91962,"Mar 7, 2023","If you’re stopping in Belfast while in NI be sure to check out Jumon. Not fully vegan but mostly and very tasty food. you’ve timed it reasonably well, there’s just the start of a half decent collection of rapid chargers here.",0,None
187,3399108,-1,115766,"Mar 7, 2023","

EV-Travellers said:



We will soon start our 5 month EV road trip from Italy to Germany, The Netherlands, Northern England, Scotland, all Scottish Islands (like Orkney, Shetland etc.), Northern Ireland, Wales and Ireland. And back.

8000 miles. 10 countries. 192 photo spots. All electrical with the Fiat 500e.

We are very excited!
We already did a tour from Italy to the UK for a month last year (everything went very well) and this year we want to top that.
We want to show - the 500e is more than a shopping car!

But of course an EV driver on a road trip needs so much more preparation than with a conventional car. That's why I've opened a travel journal and although we're not on the road yet, I'm already posting important steps, tips and advice for preparation. How to plan, where to charge, which apps in which country etc.
Read/follow if interested:
EV PHOTO TOUR 2023 | FindPenguins

I can't wait to start the journey!
What are your experiences? Do you already have a long EV road trip behind you?

Joana

Click to expand...

I want to drive myself to England. It is a very beautiful country",1,None
188,3399122,-1,119866,"Mar 7, 2023",In deed it is very likely that we will stop in Belfast! Thanks for the advice regarding vegan food - can't wait!,1,None
189,3399257,-1,112918,"Mar 7, 2023","@EV-Travellers 
Interesting what you are planning.
Will you also drive through Luxembourg? I couldn't see that on the page you linked.
You make me confident I can drive to the North Sea Jazz in Rotterdam in July without major problems, I'll pick up my 500e Cabrio next week Friday.",1,None
190,3399399,-1,119866,"Mar 7, 2023","Hi ophone, no, Lucembourg is not on our way. We go from Central Italy through Switzerland, Germany, Netherlands and from there we'll take the ferry to Newcastle.

So you'll have the same car like me - 500e Cabriolet. Enjoy it, it is a great little car - and more spacious inside as you think. Very comfortable.
I have no doubt whatsoever that you'll manage to go to Rotterdam.
Just prepare yourself with the apps and RFID cards you might need. 
If you follow my journal - that will be (and it already was a bit) a part of it. Maybe you'll get some ideas.",0,None
191,3399410,-1,112918,"Mar 7, 2023","For a morning I had the opportunity to try a test car with the same configuration I ordered.
You're right, it's rather spacious inside, at least for the driver and the co-driver.",0,None
192,3399545,-1,119866,"Mar 7, 2023","For short distance we were also already in four - once you got into the car, it is not too bad on the rear seats. But I wouldn't do it for longer than 30 mins or so.
For our trip we removed the back of the back seat, so now it is anyway a two seater ",0,None
193,3379141,-1,46689,"Jan 28, 2023",Strange how all these new small cars have a similar range to a Leaf24?,0,None
194,3379142,-1,103983,"Jan 28, 2023","If this is the version with the smaller battery then at this time of year a full charge should provide between 75 and 90 miles (this will improve to over 110 miles as temperatures rise in spring and summer). Gentle acceleration and deceleration (as in a petrol car) help extend the range. Don't forget the heater can use up to 3kWh of power in the winter when heating a cold car to 21degC. 60 mph on motorway will provide noticeable improvement.
What miles/kWh are you seeing on the trip meter display? (use the up/down arrows on LH side of steering wheel to access this display). You should be getting around 3 - 3.5 this time of year rising to around 4.5 in warmer weather.",1,None
195,3379145,-1,83879,"Jan 28, 2023",Women feel the cold more than men. GF would have mine on 25 degrees if I let her. ,0,None
196,3379158,-1,111217,"Jan 28, 2023","

DAsh said:



If this is the version with the smaller battery then at this time of year a full charge should provide between 75 and 90 miles (this will improve to over 110 miles as temperatures rise in spring and summer). Gentle acceleration and deceleration (as in a petrol car) help extend the range. Don't forget the heater can use up to 3kWh of power in the winter when heating a cold car to 21degC. 60 mph on motorway will provide noticeable improvement. What miles/kWh are you seeing on the trip meter display? (use the up/down arrows on LH side of steering wheel to access this display). You should be getting around 3 - 3.5 this time of year rising to around 4.5 in warmer weather.

Click to expand...

 Hi,it's the 42 kw battery model,in summer we were getting 4 miles per kWh,it's been as low as 2 on some trips recently.the range at 100% charge always shows 161 miles but I can drive 7 miles to work and it's lost 15 miles of range..",0,3379142
197,3379161,-1,85303,"Jan 28, 2023","We must be close to a full house where each maker specific forum has a thread running about poor range. I test drove a Honda e and a Mini, both in the summertime and the range was below 100 miles by the time I left the forecourt. I decided then that nothing with a manufacturer specified range of less that 160 miles was worth spending money on. 

BMW bmw 330e loss of range / charge
Renault Range. VERY DISAPPOINTED.
PSA Winter charging and range",1,None
198,3379164,-1,103983,"Jan 28, 2023",Ignore the guessometer and establish more realistic range (based on current driving conditions) by dividing miles travelled (on a journey) by battery % used and multiply by 100.,2,None
199,3379233,-1,72146,"Jan 28, 2023","I was going to recommend the 42kWh 500e to my mum, but if that's the winter range then I best forget that idea. I expect the smaller battery 33kWh? E-up is even worse in cold weather. @i3S comments?",0,None
200,3379257,-1,1439,"Jan 28, 2023","

motormouth222 said:



Hi,it's the 42 kw battery model,in summer we were getting 4 miles per kWh,it's been as low as 2 on some trips recently.the range at 100% charge always shows 161 miles but I can drive 7 miles to work and it's lost 15 miles of range..

Click to expand...

Don't use the heater and then see how many miles 'it uses up'.

Report back your findings once you've done that, thanks.",0,3379158
201,3379270,-1,111217,"Jan 28, 2023","

donald said:



Don't use the heater and then see how many miles 'it uses up'.

Report back your findings once you've done that, thanks.

Click to expand...

Easy for you to say Donald if it's raining and the windows are steamed up 😊",0,3379257
202,3379295,-1,6684,"Jan 28, 2023","

motormouth222 said:



Hi all, my wife has a new 500e, since winter the range is shocking,getting 70 miles to a charge of 100% even with a/c off and blower on 1/2.that is taking it easy and not driving at over 65 on the motorway when we occasionally use it.
Anyone else's having the same issues?

Click to expand...

Should be much more than that - a few days ago averaged around 4.3m/kWh with 130 miles to first charge with 20% left. It was around 5degrees with sleight headwind.",0,None
203,3379302,-1,1439,"Jan 28, 2023","

motormouth222 said:



Easy for you to say Donald if it's raining and the windows are steamed up 😊

Click to expand...

You'll need to wind all the windows down, obviously.

Wrap up warm.

... you might be missing the meaning I had intended, though. Think on it! ",0,3379270
204,3379385,-1,85303,"Jan 29, 2023","OP the range estimate is not a 'tank level' indicator. It's a how far can I go if I drive it like this indicator. Many years ago I had a first generation range indicator on an XJ40. If I floored the throttle the indicated range on a quarter of a tank of fuel was 5 miles, take my foot off and it would instantly change to 90 miles. The GoM on your 500e is exactly the same just a bit slower to react.",2,None
205,3379431,-1,97296,"Jan 29, 2023","

motormouth222 said:



Hi all, my wife has a new 500e, since winter the range is shocking,getting 70 miles to a charge of 100% even with a/c off and blower on 1/2.that is taking it easy and not driving at over 65 on the motorway when we occasionally use it.
Anyone else's having the same issues?

Click to expand...

I respectfully would say that 7 miles isn't a long journey to give a steady enough reading. You will have just set off, which takes an enormous amount of energy, possibly stop at road junctions and set off again. It's the same with a petrol car, the first few miles are the most thirsty. I travel 12 miles to work, the first few miles I'm getting 1.6-1.9 miles per kWh, after 5 miles or so it goes to 2-2.5 and by the 8 or 9th mile I'm at 3 miles per KWh and 3.6 by the time I arrive home or work. That's winter, in summer I get 5.2 to 5.6 miles per KWH, I've even had a couple of 6-6.2 miles per kWh but more typically 4.7-4.8. I always advise anyone contemplating an EV to buy the biggest battery version that can, because...winter.",1,None
206,3379444,-1,8522,"Jan 29, 2023","yeah you need to understand how the ""GOM"" works...

Different OEMs have taken slightly different approaches to how they display range. Tesla for instance seems to use the range meter as a bit more like a ""fuel tank size"" in that it always shows the same value when the battery is full. It doesnt account for how you drive or weather, it always uses the same fixed theoretical value to display remaining capacity. My old LEAF seemed to pay little heed as to how i drove the car, but did make some adjustments for weather, a warm day might say 100miles and a very cold one might say 70 or 80. In reality i was lucky to get 80 on the best days. The Merc and Enyaq both adjust their range depending on the last few miles driven (i dont know the sampling period exactly, but i would guess the last 10-20miles is used)

Each of these approaches has pros and cons.

If you take the Tesla approach, then you get the issue where the car says you have ""160miles"" of range, you drive 10miles up the road, and you've now only got ""130miles of range"". This gives you warm fuzzies when you get in and it shows 160miles, but makes you worried as the range is disappearing fast.

The last approach seems common amongst ""legacy"" automakers, as thats also how the fuel tank ""range"" estimates work in ICE cars, so i guess it makes sense to keep it consistent. It takes the consumption from the last few miles of driving, and then extrapolates that out to the full battery capacity. If you do that though, fully charged the car might only say ""80miles of range"", which people dont like as they might think their battery is somehow not fully charging, but at least its somewhat more accurate to what you will actually achieve on the road.

If you are doing short journeys and only drive 5 miles in freezing weather, the consumption will be extremely high due to the cabin heat (and possibly battery heating depending on the car). 

However if you actually drove a longer distance, the average consumption would be lower, as once the cabin and battery is up to temperature, the use drops off and thus the average falls.

It makes sense so long as you understand whats going on, and how your car displays the figures.

On average i seem to find i have about 25% less range in summer doing my 40mile commute. In summer the car will average around 3mi/kwh. in winter when its cold, ~2.3mi/kwh. I think thats a reasonable starting point/rule of thumb... However lots of very short journeys will likely make that worse.",2,None
207,3381504,-1,78070,"Feb 1, 2023","We’ve got the 42kw one also, done just over 16,000 miles and agree that the range is very poor. We picked the car up new and was showing 210 miles range and since then it’s never gone above 161miles, summer or winter.

Real life range in the summer was about 150 max and winter it’s been about 110 average. I’ve tried various things to increase the mileage but no luck.

Another thing I have noticed is how poor the regen is, it very rarely makes any difference on any setting, I think the most it gained was 2 miles down a long steep hill. 

And don’t get me started on the false warning messages that keep appearing randomly despite not having automatic braking or high beam control and various others. Dealer said nothing they can do about them and to wait for a software update. I’ve got used to them but wife still gets worried by them.",0,None
208,3381507,-1,111217,"Feb 1, 2023",Thanks for the reply.we get less than 80 miles at the moment on a charge.i think the warning messages are due to the windscreen where the camera is does not clear as no warm air to it when setting off.my other car specifically clears that area on start up.also get messages saying no audio etc when radio is still working...quite a few electronic gremlins...auto handbrake does not release after a charge but is ok every other time etc etc.and no heated mirrors on a 29k car (icon)😆,0,None
209,3381517,-1,78070,"Feb 1, 2023","The warning messages also are more prevalent when the sun is low in the sky I’ve noticed.

Auto handbrake won’t release if seat belt not on, also when someone gets out of the back seat the seatbelt warning alert chimes on for ages.

We have the red spec and that’s really poor for the price I think. No heated mirrors or blind spot section, and no auto dipping interior mirror, think it would be cheaper for Fiat to have one type of these relatively low cost items.",1,None
210,3385487,-1,88081,"Feb 9, 2023","Have you tried, especially in the winter, to pre-heat the cabin before departure whilst being plugged in? This also warms up the battery so when you set off with a 100% battery, all the hard work of getting the car warmed up is taken from the Grid rather than the HV battery.",0,None
211,3227602,6,108817,"Apr 19, 2022",Perhaps it thought you were about to hit something?,0,None
